ï»¿abstract_number,date,position,poster_id,presenter,row,sector,session,title,co_authors
"1418","13/04 12:00","11","P2540","Ines Maria BLERIOT RIAL","12","B","05c. New or repurposed antibacterial agents: Clinical studies and randomised trials","Studies in vitro and in vivo of phage therapy medical products (PTMPs) targeting clinical strains of Klebsiella pneumoniae belonging to the clone ST512","I. Bleriot|L. Blasco|P. Fernandez-Grela|L. Fernandez-Garcia|L. Armán|C. Ibarguren|C. Ortiz-Cartagena|A. Barrio-Pujante|J. Pano-Pardo|J. Oteo-Iglesias|M. Tomás"
"1430","13/04 12:00","12","P2541","Harpreet KAUR","12","B","05c. New or repurposed antibacterial agents: Clinical studies and randomised trials","Reviving old drugs: targeting FliN of uropathogenic Escherichia coli to treat urinary tract infections","H. Kaur|N. Taneja"
"1477","13/04 12:00","13","P2542","Stefano VERARDI","12","B","05c. New or repurposed antibacterial agents: Clinical studies and randomised trials","Cefiderocol treatment in patients with Gram-negative bacterial infections: European results of the global retrospective observational PROVE study","J. Asensio|A. Bleibtreu|E. Durante-Mangoni|D. Wichmann|D. Wareham|O. Cornely|S. Nguyen|S. Verardi|A. Karas"
"1657","13/04 12:00","14","P2543","Jazmin DIAZ-REGAÑON","12","B","05c. New or repurposed antibacterial agents: Clinical studies and randomised trials","Design of a Phase 3b, open-label, single-arm study evaluating clinical symptom improvement with gepotidacin in participants with uncomplicated urinary tract infection (uUTI)","J. Diaz-Reganon|M. Ramirez|D. Powell|R. Banerjee|S. Janmohamed|A. Mulgirigama"
"1878","13/04 12:00","15","P2544","Nicole E. SCANGARELLA-OMAN","12","B","05c. New or repurposed antibacterial agents: Clinical studies and randomised trials","Gepotidacin and nitrofurantoin efficacy by baseline uropathogen drug-resistant phenotypes recovered from EAGLE-2/EAGLE-3 clinical trials for uncomplicated urinary tract infections","D. Butler|J. Breton|D. Brown|C. Kasapidis|A. Sheets|N. Scangarella-Oman|C. Perry|J. Dennison|C. Huang|H. Millns|S. Janmohamed"
"1898","13/04 12:00","16","P2545","Michael HUBAND","12","B","05c. New or repurposed antibacterial agents: Clinical studies and randomised trials","Preliminary zosurabalpin (5µg) disk diffusion quality control ranges using clinical and laboratory standards institute M23 criteria","M. Huband|Y. Edah|T. Andrej|M. Castanheira"
"2162","13/04 12:00","17","P2546","Amani PATEL","12","B","05c. New or repurposed antibacterial agents: Clinical studies and randomised trials","Off-label use of oritavancin: a case series on clinical efficacy, bed day savings, and cost benefits","A. Patel|A. Walden|A. Okoibhole|S. Iyer"
"2405","13/04 12:00","18","P2547","Yang LIU","12","B","05c. New or repurposed antibacterial agents: Clinical studies and randomised trials","Clinical application of customised and non-customised bacteriophage therapy in patients with persistent and difficult-to-treat bacterial infections: systematic review and meta-analysis","Y. Liu|S. Thong|W. Moreira|J. Yeo|Y. Zhong|Z. Chong|T. Wong|S. Chung|A. Kwa"
"2668","13/04 12:00","19","P2548","Gabriela ABELENDA-ALONSO","12","B","05c. New or repurposed antibacterial agents: Clinical studies and randomised trials","Real-life experience with cefiderocol treatment of multidrug-resistant Gram-negative infections","L. Garcia-Carnero|G. Abelenda-Alonso|M. Santos-Puig|A. Padullés|C. Ribera-Puig|F. Tubau|R. Costa-Primo|V. Gumucio|R. Granada Vicente|E. Santafosta|A. Blanco-Arevalo|M. Puig-Asensio|E. Shaw|J. Carratalà|A. Lamiel|C. Gudiol"
"2759","13/04 12:00","20","P2549","Bernd NEUMANN","12","B","05c. New or repurposed antibacterial agents: Clinical studies and randomised trials","Efficacy of aztreonam/avibactam, ceftazidime-avibactam, and cefiderocol against multidrug-resistant and putative-hypervirulent Klebsiella pneumoniae isolates","B. Neumann|S. Wilhelm|A. Lang|A. Rath|B. Kieninger|W. Schneider-Brachert|J. Steinmann"
"2850","13/04 12:00","21","P2550","Anouk Edwina MULLER","12","B","05c. New or repurposed antibacterial agents: Clinical studies and randomised trials","Efficacy and safety of oral nafithromycin as a three- and five-day treatment regimen compared with moxifloxacin in adult patients with community-acquired bacterial pneumonia (CABP): a global Phase 2 randomised trial","A. Patel|L. Llorens|P. Iwanowski|R. Gutte|R. Chavan|S. Palwe|J. Prashant|H. Periasamy|M. Patel|S. Bhagwat|A. Muller"
"2874","13/04 12:00","22","P2551","Simon TIBERI","12","B","05c. New or repurposed antibacterial agents: Clinical studies and randomised trials","Ganfeborole in combination with novel antitubercular agent BTZ-043 administered for 14-days to participants with rifampicin-susceptible pulmonary tuberculosis: interim analysis results","S. Tiberi|S. Daware|A. Diacon|M. Hoelscher|G. Maher-Edwards|K. Fletcher|V. De Jager|S. Penman|K. Rolfe|R. Sharma|L. Iavarone|S. Lavezzi|J. Dreisbach|C. Upton|D. Barros Aguirre"
"2921","13/04 12:00","23","P2552","Taylor MORRISETTE","12","B","05c. New or repurposed antibacterial agents: Clinical studies and randomised trials","Real-world, multicentre experience with ceftazidime/avibactam in the paediatric population","T. Morrisette|C. Lockowitz|V. Yuenger|D. Holger|A. Althubyani|B. Santevecchi|V. Venugopalan|A. Gainey|K. Mediwala Hornback|S. Thacker"
"2941","13/04 12:00","24","P2553","Emre YUCEL","12","B","05c. New or repurposed antibacterial agents: Clinical studies and randomised trials","Preliminary findings from a systematic literature review: bactericidal research on multi-drug resistant Pseudomonas aeruginosa (MDR-PsA) infections of Gram-negative using high-level therapeutics (BRIGHT)","H. Collings|A. Deepak|T. Waldenberg|E. Yucel|T. Lodise"
"3038","13/04 12:00","25","P2554","Krit THIRAPANMETHEE","12","B","05c. New or repurposed antibacterial agents: Clinical studies and randomised trials","Polycationic PEI-based nanoparticles enhance antimicrobial delivery against multidrug-resistant Acinetobacter baumannii","K. Thirapanmethee|P. Khuntayaporn|T. Audshasai|N. Santhiyothin|P. Danpornprasert|S. Visansirikul|M. Chomnawang"
"3098","13/04 12:00","26","P2555","Haritha MADIGUBBA","12","B","05c. New or repurposed antibacterial agents: Clinical studies and randomised trials","Bacteriological profile, antimicrobial susceptibility, and treatment outcomes of multidrug-resistant Gram-negative infections using a novel antibiotic combination ceftriaxone/sulbactam+EDTA","H. Madigubba|G. Jagathkar"
"3486","13/04 12:00","27","P2556","Magnus UNEMO","12","B","05c. New or repurposed antibacterial agents: Clinical studies and randomised trials","Evidence of reinfection and no emergence of resistance following a single oral 3g dose of zoliflodacin demonstrated by whole-genome sequencing (WGS) in a global Phase 3 randomised controlled trial (RCT) for treatment of uncomplicated gonorrhoea","M. Unemo|D. Golparian|V. Elango|L. Piddock|S. Srinivasan|P. Bradford|S. Mcleod|S. Moussa|E. Hook Iii|A. Luckey"
"3502","13/04 12:00","28","P2557","Tanel TENSON","12","B","05c. New or repurposed antibacterial agents: Clinical studies and randomised trials","Antibacterial compounds against non-growing and intracellular bacteria","N. Kaldalu|N. Berzins|S. Berglund Fick|A. Sharma|N. Andersson|J. Aedla|M. Hinnu|A. Puhar|V. Hauryliuk|T. Tenson"
"3771","13/04 12:00","29","P2558","Juan Luis QUEVEDO MARIN","12","B","05c. New or repurposed antibacterial agents: Clinical studies and randomised trials","Microbiological outcome of eradication of cefepime/enmetazobactam vs piperacillin/tazobactam against most common Enterobacterales at test of cure; a posthoc analysis from the ALLIUM Phase 3 trial","J. Quevedo|N. Dunkel|P. Velicitat|S. Cure"
"3876","13/04 12:00","30","P2559","Emre YUCEL","12","B","05c. New or repurposed antibacterial agents: Clinical studies and randomised trials","Systematic review of the efficacy and safety of ceftolozane/tazobactam (C/T) for the treatment of complicated intra-abdominal infections (cIAI) and complicated urinary tract infections (cUTI): ZEBRA","C. Cameron|S. Bagga|M. Korei|H. Esam|B. Mangla|C. Gulea|E. Yucel"
"4085","13/04 12:00","31","P2560","Emre YUCEL","12","B","05c. New or repurposed antibacterial agents: Clinical studies and randomised trials","Systematic literature review of efficacy and safety of ceftolozane/tazobactam (C/T) for the treatment of hospital-acquired bacterial pneumonia (HABP) and ventilator-associated bacterial pneumonia (VABP): INSIGHT","C. Gulea|S. Bagga|M. Korei|N. Sharma|V. Sharma|C. Cameron|E. Yucel"
"4105","13/04 12:00","32","P2561","Emre YUCEL","12","B","05c. New or repurposed antibacterial agents: Clinical studies and randomised trials","Efficacy and Safety of Imipenem/Cilastatin/Relebactam (IMI/REL) in Treating Complicated Intra-Abdominal Infections and Complicated Urinary Tract Infections: A Systematic Literature Review of Clinical Trials: RESOLVE","C. Gulea|S. Bagga|V. Khurana|P. Das|A. Goswami|C. Cameron|E. Yucel"
"4112","13/04 12:00","33","P2562","Michele SPINICCI","12","B","05c. New or repurposed antibacterial agents: Clinical studies and randomised trials","Single-centre real-life experience with imipenem/cilastatin/relebactam use at a tertiary care hospital in Italy, June 2022-November 2024","M. Spinicci|T. Giani|R. Antonello|N. Di Lauria|L. Graziani|G. Corti|A. Farese|L. Zammarchi|M. Angileri|M. Cecchi|A. Bartoloni|G. Rossolini"
"4229","13/04 12:00","34","P2563","Anne SANTERRE HENRIKSEN","12","B","05c. New or repurposed antibacterial agents: Clinical studies and randomised trials","Outcomes by MIC values for patients infected with Enterobacterales treated with cefepime/enmetazobactam or piperacillin/tazobactam for complicated urinary tract infections in the phase 3 ALLIUM trial","M. Karolyi|P. Velicitat|J. Quevedo|N. Dunkel|A. Santerre Henriksen"
"4319","13/04 12:00","35","P2564","Luca MEZZADRI","12","B","05c. New or repurposed antibacterial agents: Clinical studies and randomised trials","Ceftazidime/avibactam plus aztreonam vs cefiderocol in the treatment of infections caused by metallo-beta-lactamase-producing microorganisms: real-world data from the Italian cohort SUSANA","L. Mezzadri|E. Ricci|M. Merli|N. Corti|M. Faltoni|A. Bandera|P. Maggi|M. Bartoletti|A. Mastroianni|S. Rusconi|M. Carleo|G. Cenderello|L. Bisi|G. Madeddu|P. Bonfanti"
"4403","13/04 12:00","36","P2565","Eugenia MAGRINI","12","B","05c. New or repurposed antibacterial agents: Clinical studies and randomised trials","Ceftaroline for the treatment of Staphylococcus aureus infections: a systematic review with Bayesian meta-analysis","E. Magrini|E. Rando|F. Sangiorgi|F. Catania|E. Matteini|M. Chiuchiarelli|F. Salvati|M. Fantoni|R. Murri|C. Torti"
"4855","13/04 12:00","37","P2566","Pooja SACHDEVA","12","B","05c. New or repurposed antibacterial agents: Clinical studies and randomised trials","Bacteriophage therapy: an effective approach against multidrug-resistant Acinetobacter baumannii","P. Sachdeva|G. Nath|U. Jain"
"5734","13/04 12:00","38","P2567","Matteo FALTONI","12","B","05c. New or repurposed antibacterial agents: Clinical studies and randomised trials","Comparison of meropenem/vaborbactam vs ceftazidime/avibactam in the treatment of KPC-producing Klebsiella pneumoniae infections","M. Faltoni|E. Ricci|L. Mezzadri|N. Corti|L. Bisi|M. Fois|G. Madeddu|F. Colucci|P. Maggi|M. Pontolillo|K. Falasca|A. Bandera|A. Maccaro|M. Berruti|D. Mondatore|L. Bussini|S. Greco|A. Mastroianni|F. Baragli|L. Attala|A. Pandolfo|G. De Socio|G. Angioni|M. Merli|M. Rossi|P. Bonfanti"
"5873","13/04 12:00","39","P2568","Marija MILJKOVIC","12","B","05c. New or repurposed antibacterial agents: Clinical studies and randomised trials","Rifabutin exerts potent intracellular and biofilm eradication activity against Acinetobacter baumannii","V. Trebosc|M. Miljkovic|B. Schellhorn|M. Appertet|J. Schill|L. Munch|M. Gitzinger|S. Lociuro|F. Jung|M. Pieren|C. Kemmer|G. Dale"
"6103","13/04 12:00","40","P2569","Gabriele Maria LEANZA","12","B","05c. New or repurposed antibacterial agents: Clinical studies and randomised trials","Real-world vs trial populations. a comparison between the clinical characteristics and outcome of the REACT-MDR and five pathogen-focused randomised clinical trials populations","G. Leanza|E. Rando|A. Tarik Aslan|F. Sangiorgi|B. Andriolo|E. Magrini|B. Fiori|G. De Pascale|M. Antonelli|P. Harris|D. Paterson|R. Murri|C. Torti"
"6671","13/04 12:00","41","P2570","Sarah ALGHANEM","12","B","05c. New or repurposed antibacterial agents: Clinical studies and randomised trials","Colistin prescribing and outcomes in Kuwait public hospitals","S. Alghanem|W. Al-Fouzan|M. Soliman|E. Alroomi|S. Alajmi|T. Mahmoud|J. Yagan"
"7412","13/04 12:00","42","P2571","Nuria TORMO","12","B","05c. New or repurposed antibacterial agents: Clinical studies and randomised trials","Three-year retrospective analysis of the use of cefiderocol in a Spanish tertiary hospital","L. Andrés|N. Tormo|V. Abril|M. Ortega|L. Sempere|V. Lobo|C. Ferrer|M. Melero|C. Gimeno Cardona"
"199","13/04 12:00","43","P2572","Gaurav SALUNKE","12","B","05d. Antimicrobial stewardship and prescribing?(incl interventions, monitoring, impact, decision-support/prediction tools, behavioural aspects)","In vitro susceptibility of NDM-producing clinical isolates of Escherichia coli and Klebsiella pneumoniae to cefepime/zidebactam from a tertiary-care cancer hospital","G. Salunke|S. Biswas|J. Sinol"
"281","13/04 12:00","44","P2573","Matin MD ABDUL","12","B","05d. Antimicrobial stewardship and prescribing?(incl interventions, monitoring, impact, decision-support/prediction tools, behavioural aspects)","Availability and quality of selected essential antibiotics circulating in Bangladesh: a cross-sectional study","M. Abdul"
"292","13/04 12:00","45","P2574","Evelyn SHAW PERUJO","12","B","05d. Antimicrobial stewardship and prescribing?(incl interventions, monitoring, impact, decision-support/prediction tools, behavioural aspects)","Effect of including infectious disease experts in the primary care antibiotic stewardship team on prescribing for upper respiratory tract infections: the IDASP study","N. Santos-Erice|M. Ronda|A. Padullés|P. Simonet|G. Rodriguez|C. Estrada|A. Lérida|S. Cobo|F. Tubau|L. Gardenes|R. Freixedas|M. Lopez|J. Carratalà|M. Puig-Asensio|E. Shaw"
"310","13/04 12:00","46","P2575","Shakil A. SHAKAR","12","B","05d. Antimicrobial stewardship and prescribing?(incl interventions, monitoring, impact, decision-support/prediction tools, behavioural aspects)","We removed all urine dipstick tests from our regional hospital in north Denmark","S. Shakar|C. Holm|V. Pedersen"
"352","13/04 12:00","47","P2576","Sriram RADHAKRISHNAN","12","B","05d. Antimicrobial stewardship and prescribing?(incl interventions, monitoring, impact, decision-support/prediction tools, behavioural aspects)","Unveiling the DOOR for optimising antimicrobial stewardship in Escherichia coli and Klebsiella pneumoniae bloodstream infections in India","S. Radhakrishnan|R. S. K.|D. S.|G. Mohanta|S. Swaminathan|N. Niranjan"
"358","13/04 12:00","48","P2577","Kittiya JANTARATHANEEWAT","12","B","05d. Antimicrobial stewardship and prescribing?(incl interventions, monitoring, impact, decision-support/prediction tools, behavioural aspects)","The impact of a multidisciplinary team featuring a clinical pharmacist on adherence to recommended antimicrobial therapy in neurosurgical units in Thailand","K. Jantarathaneewat|P. Rukskul|P. Yodwisithsak|W. Kaewwichai|B. Camins|A. Apisarnthanarak"
"359","13/04 12:00","1","P2578","Olivia BARTON-EVANS","13","B","05d. Antimicrobial stewardship and prescribing?(incl interventions, monitoring, impact, decision-support/prediction tools, behavioural aspects)","Fluoroquinolones, UK advisories, local guidelines: compliance and consideration of prescribing","O. Barton-Evans|A. Chavda|M. Gilchrist|T. Parks"
"614","13/04 12:00","2","P2579","Emanuele RANDO","13","B","05d. Antimicrobial stewardship and prescribing?(incl interventions, monitoring, impact, decision-support/prediction tools, behavioural aspects)","Effectiveness of oral step-down therapy and early oral switch for bloodstream infections caused by Enterobacterales: a post hoc emulation trial of the SIMPLIFY randomised trial","E. Rando|M. Delgado-Valverde|A. Goikoetxea-Agirre|L. Guio Carrion|M. Blanco Vidal|B. José Luis|M. Perez-Rodriguez|L. Martinez Lamas|F. Arnaiz De Las Revillas|C. Arminanzas|C. Ruiz De Alegria-Puig|P. Jiménez Aguilar|M. Martinez-Rubio|C. Sáez-Bejar|C. De Las Cuevas|A. Martin-Aspas|F. Galán|J. Yuste|J. Leiva-Leon|G. Bou|P. Capon Gonzalez|L. Boix Palop|M. Xercavins-Valls|M. Goenaga-Sánchez|D. Anza|J. Caston|M. Recio Rufián|E. Merino|J. Rodriguez|B. Loeches|C. Rosso-Fernández|J. Bravo-Ferrer|P. Retamar-Gentil|J. Rodriguez Bano|L. Lopez Cortes"
