id,sessionId,parentSessionId,title,location,date,timeRange,timezone,sessionType,category,chairName,chairCountry,presenterName,presenterCountry
3635,PS021,3615,"Emergence and spread of OXA-48-like carbapenemase-producing Escherichia coliin Baranya County, Hungary",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Agnes Maria SONNEVEND",Hungary
3636,PS021,3615,"Genomic epidemiology of carbapenemase-producing Klebsiella pneumoniae in Taiwan, 2014-2020",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Tzu-Wen HUANG",China
3637,PS021,3615,"Characterisation of carbapenem-resistant Klebsiella pneumoniae lineages in bloodstream infections in Barcelona (2021-2024)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Aida CASTANY CARRASCO",Spain
3638,PS021,3615,"First identification of Enterobacterales co-producing mcr-10 and broad-spectrum β-lactamase genes in Brazil",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Rafael SILVA ROSA",Brazil
3639,PS021,3615,"Risk factors for development of hospital-acquired pneumonia in colonised patients by carbapenem-resistant Acinetobacter baumannii and the role of multisite colonisation: a multicentre clinical experience",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Rocco MORENA",Italy
3640,PS021,3615,"Retrospective analysis of 22 years of surveillance of carbapenem-resistant Acinetobacter baumannii clinical isolates in a tertiary hospital in northern Spain",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Maitane ARANZAMENDI ZALDUMBIDE",Spain
3641,PS021,3615,"Comparative effectiveness of cefiderocol and ceftazidime/avibactam plus aztreonam against metallo-beta-lactamase-producing Gram-negative isolates",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Fernando DEL NOGAL",Spain
3642,PS021,3615,"Prevalence and genetic context of the blaOXA-1 gene in bloodstream isolates of Escherichia coli",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Carlos SAÚCO CARBALLO",Spain
3643,PS021,3615,"Is the glass half empty? High resistance rates amongst carbapenem-resistant bacteria in a cefiderocol-naive setting",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Christina LOUKA",Greece
3644,PS021,3615,"High genetic relatedness between historical and contemporary multidrug resistant bacteria associated with Ukraine",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Zhayne HACKETT","United States"
3645,PS021,3615,"Emergence and spread of transferable linezolid resistance among Enterococcus faecium in a tertiary hospital in Spain",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Maria SÁNCHEZ CUETO",Spain
3646,PS021,3615,"Molecular epidemiology and clinical characteristics of carbapenem-resistant Klebsiella pneumoniae bloodstream and pneumonia isolates",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Phillip COX","United States"
3647,PS021,3615,"Prevalence and mechanism of colistin heteroresistance in Klebsiella pneumoniae in China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Ying ZHU",China
3648,PS021,3615,"VanA Enterococcus faecalis isolated from blood in Poland between 2022-2024",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Malgorzata GRZEGORCZYK",Poland
3649,PS021,3615,"Evolution of incidence, risk factors and management of carbapenemase-producing Enterobacterales in a tertiary hospital over the last ten years",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Alicia GALAR",Spain
3650,PS021,3615,"Geographic variations in distributions of carbapenemase-encoding genes, susceptibilities, and minimum inhibitory concentrations of inpatient meropenem-resistant Enterobacterales to ceftazidime/avibactam, meropenem/vaborbactam, and aztreonam/avibactam across four global regions: 2020-2022 data from the antimicrobial testing leadership and surveillance",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Po-Ren HSUEH",China
3651,PS021,3615,"Prevalence and risk factors of fluoroquinolone resistance in Gram-negative bacterial infections: a systematic review and meta-analysis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"I Made Bayu ANGGRIAWAN","United Kingdom"
3652,PS021,3615,"Transmission dynamics of multidrug-resistant Klebsiella pneumoniae ST792 and novel ST7120 strains in the paediatric intensive care unit",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Tu-Hsuan CHANG",China
3653,PS021,3615,"Phylogenomic analysis of IMP-producing Acinetobacter colistiniresistens revealed a predominant lineage in the regional spread",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Satoshi NISHIDA",Japan
3654,PS021,3615,"Emergence of a novel sequence type carbapenem-resistant Klebsiella pneumoniae ST7462 in a healthcare-associated outbreak in Estonia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Regina RUSSANOVA",Estonia
3655,PS021,3615,"Genomic insights into Enterococcus faecium: resistance, virulence, and phylogenetic analysis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kuenyoul PARK","Republic Of"
3656,PS021,3615,"Cephalosporin use and the rise of multidrug-resistant infections: evidence from Guatemala",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Diego ERDMENGER",Guatemala
3657,PS021,3615,"Cefiderocol-resistant Acinetobacter baumannii:  before cefiderocol introduction",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Alina GONCHAROVA","Russian Federation"
3658,PS021,3615,"Antimicrobial resistance patterns among patients admitted with sepsis at a tertiary hospital in Uganda",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Elias NDIBAREMA",Uganda
3659,PS021,3615,"Retrospective detection of mcr-9-carrying Enterobacter cloacae cpx. clinical isolates in a tertiary hospital in Tenerife",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eduardo PÉREZ ROTH",Spain
3660,PS021,3615,"The activity of cefiderocol against Achromobacter xylosoxidans clinical isolates",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Annarita MAZZARIOL",Italy
3661,PS021,3615,"Characterisation of coagulase-negative Staphylococci neonatal sepsis isolates from low-to-middle-income countries for resistance, virulence and phylogeny",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Jawaria AZIZ","United Kingdom"
3662,PS021,3615,"Fifteen-year trends in resistance patterns of urinary pathogens at a Lebanese tertiary care centre",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Serge TOMASSIAN",Lebanon
3663,PS021,3615,"Prevalence of rectal carriage and genomic characterisation of plasmid-mediated AmpC beta-lactamases in Escherichia coli and Klebsiella pneumoniae: results of annual point prevalence studies in a Dutch hospital, 2013-2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Veronica WETERINGS",Netherlands
3664,PS021,3615,"CTX-M-15-producing high-risk Escherichia coli CC131 and first report of ST1193 causing urinary tract infections in Algeria",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Azucena MORA GUTIÉRREZ",Spain
3665,PS021,3615,"Carbapenamese resistance in European hospitals: two consecutive point prevalence surveys of Acinetobacter baumannii and Klebsiella pneumoniae",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eline VERHAGEN",Netherlands
3666,PS021,3615,"Arising from the shadows: clonal analysis of multi-drug resistant Enterococcus faecium",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Iván BLOISE",Spain
3667,PS021,3615,"Insight into the evolution of a carbapenemase-producing Klebsiella pneumoniae ST395 strain in Hungary",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Akos TOTH",Hungary
3668,PS021,3615,"Understanding antimicrobial resistance mortality in intensive care units in Paraguay (2022-2023): pilot study",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Ada Evangelina BRIZUELA",Paraguay
3669,PS021,3615,"Molecular characterisation of carbapenem-resistant Pseudomonas aeruginosa strains in Portugal",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Maria MENESES",Portugal
3670,PS021,3615,"Trends in fatal burden of antibiotic-resistant infections across EU countries from 1990 to 2021",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Gisela ROBLES AGUILAR","United Kingdom"
3671,PS021,3615,"Multicentre spread of vancomycin- and linezolid-resistant Enterococcus faecium ST2023 in Polish hospitals",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Ewa Nina WARDAL",Poland
3672,PS021,3615,"Concerning rise in antibiotic resistance: insights from clinical bacterial isolates at an Albanian university hospital (TWIW 2020 Study)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Silva TAFAJ",Albania
3673,PS021,3615,"MDR bacteraemia in critically ill patients during the COVID-19 pandemic: the MARTINI study",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Georgios SCHINAS",Greece
3674,PS021,3615,"A five year trend analysis of prevalence and antimicrobial susceptibility pattern of coagulase-negative Staphylococci (CoNS) in a tertiary care centre, south India",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Jaya PRASANTHI",India
3675,PS021,3615,"Surveillance of temporal trends and antimicrobial resistance in nosocomial respiratory pathogens, Switzerland, 2007 to 2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Rami SOMMERSTEIN",Switzerland
3676,PS021,3615,"Genetic characterisation of carbapenem-resistant Acinetobacter baumannii isolates recovered in intensive care units in Paraguay",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Sandra SANCHEZ-URTAZA",Spain
3677,PS021,3615,"Evaluation of the efficacy of novel beta-lactam/beta-lactamase inhibitors against carbapenem-resistant Enterobacterales",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Sae Am SONG","Republic Of"
3678,PS021,3615,"Synergistic effect of ceftazidime/avibactam with aztreonam on carbapenemase-producing Enterobacteriaceae: the ray of hope against NDM",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Dip MUKHERJEE",India
3679,PS021,3615,"The changing epidemiology of carbapenemase producing Enterobacterales in a Spanish tertiary hospital",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Estíbaliz UGALDE",Spain
3680,PS021,3615,"In vitro activity of delafloxacin against quinolone-resistant Staphylococcus aureus should always be tested",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Celia SÁNCHEZ-MARTÍNEZ",Spain
3681,PS021,3615,"Prevalence and Antimicrobial Susceptibility of blaOXA-51 negative Acinetobacter spp. as a Cause of Human Infection in Perú.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Rosario OPORTO LLERENA",Peru
3682,PS021,3615,"Description of susceptibility profile of metallo-beta-lactamases-producing and non-carbapenemase-producing P. aeruginosa",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Ana Belén BORREGO ALCAIDE",Spain
3683,PS021,3615,"A Klebsiella pneumoniae ST147 NDM-1/OXA-48 unique clone circulating in diverse hospitals in southern Italy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Emanuele NICITRA",Italy
3684,PS021,3615,"Activity of novel broad-spectrum antimicrobials against multi-carbapenemase producers Enterobacterales from southern Spain, 2018-2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Mercedes DELGADO VALVERDE",Spain
3685,PS021,3615,"Antibiotic resistance patterns in Pseudomonas spp.: an eight year surveillance study in an Algerian hospital",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Asma BENMOHAMMED",Algeria
3686,PS021,3615,"Coproduction of carbapenemases in Enterobacterales: emergence of a new phenomenon in a Spanish tertiary hospital",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Estíbaliz UGALDE",Spain
3687,PS021,3615,"Recent emergence of carbapenem-resistant Salmonella paratyphi in India: resistance profile and phylogenetic analysis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Tharani Priya THIRUMOORTHY",India
3688,PS021,3615,"Genotype and phenotype of carbapenemase-producing Escherichia coli in England, 2023-24",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Valentina PENNETTA","United Kingdom"
3689,PS021,3615,"Impact of the cessation and reopening of international travel during the COVID-19 pandemic on the incidence of MRSA and CPO in Norway, 2016-2024",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Anders SKYRUD DANIELSEN",Norway
3690,PS021,3615,"Molecular epidemiology of carbapenemase-producing Enterobacterales, extended-spectrum beta-lactamase-producing Enterobacterales, and carbapenem-producing Pseudomonas aeruginosa in hospitalised patients in Suriname",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Carlotte ROZEMOND",Netherlands
3691,PS021,3615,"Molecular epidemiology of carbapenemase-producing Enterobacter spp. in Hungary",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Adrienn HANCZVIKKEL",Hungary
3692,PS021,3615,"Comprehensive study on healthcare-associated urinary tract infections in Serbia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Ina GAJIC",Serbia
3693,PS021,3615,"WHO's global antimicrobial resistance and use surveillance system (GLASS): is national surveillance coverage improving?",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Esther VAN KLEEF",Netherlands
3694,PS021,3615,"One-year epidemiological surveillance of Klebsiella pneumoniae producing both NDM and OXA-48 Carbapenemases in an acute-care healthcare setting",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Sofia ZERVA",Greece
3695,PS021,3615,"In vitro susceptibility to sulbactam/durlobactam of carbapenem-resistant Acinetobacter baumannii isolated from bloodstream infections: a multicentre study in Brazil",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Laura CZEKSTER ANTOCHEVIS",Brazil
3696,PS021,3615,"Antimicrobial susceptibility and clonal structure of Acinetobacter spp. isolated from hospitalised patients in Poland in 2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Dorota ZABICKA",Poland
3697,PS021,3615,"Trends in antimicrobial resistance: a three-year cumulative AST analysis of blood culture isolates in a tertiary hospital in Istanbul",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Yunus Emre TOK",Türkiye
3698,PS021,3615,"Enhanced surveillance and outbreak investigation through the use of whole-genome sequencing (WGS) in Greece",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Michalis POLEMIS",Greece
3699,PS021,3615,"Emergence of carbapenemase-producing Enterobacter hormaechei in Marseille hospitals, France: a success-story analysis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Linda HADJADJ",France
3700,PS021,3615,"Tracking resistance in anaerobic bacteria (2016-2024) from an Irish hospital's perspective",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Damien KELLY",Ireland
3701,PS021,3615,"Colistin and carbapenem-resistant Klebsiella pneumoniae isolates from Tunisia: a decade of rising resistance, 2012-2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Wejdene MANSOUR",Tunisia
3702,PS021,3615,"Increase in blaNDM-1 among carbapenem-resistant Acinetobacter baumannii-calcoaceticus complex clinical isolates collected in 2023 from US and European medical centres",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Mariana CASTANHEIRA","United States"
3703,PS021,3615,"Molecular epidemiology of methicillin-resistant Staphylococcus aureus in central, eastern, and south-eastern Europe: systematic review",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Jan TKADLEC","Czech Republic"
3704,PS021,3615,"Emergence and persistent spread of NDM-carrying Klebsiella pneumoniae high-risk clones in a tertiary hospital in Tenerife",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Maria De Las Huertas GARCIA ATIENZA",Spain
3705,PS021,3615,"Resistance to antimicrobial agents in Escherichia coli and Klebsiella pneumoniae from hospitalised patients: results of the PEG surveillance study, 1984-2022/23",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Esther WOHLFARTH",Germany
3706,PS021,3615,"Multidrug-resistant Pseudomonas aeruginosa: Mayo Clinic ten-year experience",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kemar BARRETT",Jamaica
3707,PS021,3615,"Fosfomycin resistance in Enterobacterales: a one-year surveillance in northern Italy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Katerina CHUDEJOVA","Czech Republic"
3708,PS021,3615,"Prevalence and mechanisms of drug-resistant Acinetobacter baumannii isolated from hospitals in Japan: emergence of colistin resistance",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Sayaka YAMAGUCHI",Japan
3709,PS021,3615,"Colistin resistance among multidrug-resistant Enterobacterales in an Algerian hospital: preliminary findings",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Samar AKBI",Algeria
3710,PS021,3615,"Real world in vitro synergy to doxycycline, ceftriaxone/sulbactam/edetate, and chloramphenicol in ceftazidime/avibactam-resistant, aztreonam synergy-negative isolates from a tertiary referral centre in southern India",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nimitha K MOHAN",India
3711,PS021,3615,"Molecular epidemiology of methicillin susceptible Staphylococcus aureus in the Czech Republic: prospective multicentre study",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Jan TKADLEC","Czech Republic"
3712,PS021,3615,"Cefepime/taniborbactam exhibits limited cross-resistance with ceftazidime/avibactam and ceftolozane/tazobactam against carbapenem-nonsusceptible Enterobacterales and multidrug-resistant Pseudomonas aeruginosa from Europe 2018-2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Meredith HACKEL","United States"
3713,PS021,3615,"In vitro activity of aztreonam/avibactam and comparator agents against metallo-beta-lactamase (MBL)-positive carbapenem-resistant E. coli and Klebsiella  spp.collected from patients with bloodstream infections (BSI) as part of the ATLAS surveillance programme (2020-2022), India",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Akshata Sushant MANE",India
3714,PS021,3615,"Antimicrobial resistance in bacterial isolates from nine Ukrainian war casualties: a retrospective bicentric observational study",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Diana Isabela STRACHINARU",Belgium
3715,PS021,3615,"Multidrug-resistant organisms amidst ongoing conflict in Ukraine: surveillance and resistance patterns",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Magda METREVELI",Georgia
3716,PS021,3615,"Cefiderocol activity against resistant bacteria from patients with ventilator associated pneumonia from European and US hospitals",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Sean NGUYEN","United States"
3717,PS021,3615,"Analysis of multidrug-resistant organisms from Poland and Estonia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nino TRAPAIDZE",Georgia
3718,PS021,3615,"Activity of cefiderocol against clinical isolates of Acinetobacter baumannii complex collected from five European countries as part of SENTRY antimicrobial surveillance programme, 2020-2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Christopher LONGSHAW","United Kingdom"
3719,PS021,3615,"Activity of cefiderocol against clinical isolates of Stenotrophomonas maltophilia collected from five European countries as part of the SENTRY antimicrobial surveillance programme 2020-2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Christopher LONGSHAW","United Kingdom"
