Day,Local Time,Location,Category,Type of Session,Number/Code,Session Title,Presentation Title,Authors/Presenters,MAF Coverage,Priority Level ,Status,Comments,tracknames,presenters,additional_info,disclosures
Friday,10:30 AM - 11:45 AM,Ballroom (West Hall B),,,,112 - A Whole New World? Respiratory Syncytial Virus in the Vaccine and Monoclonal Antibody Era,,,,,,,"['Adult ID', 'Global ID', 'Pediatric ID', 'Trainee']","[{'title': 'Lisa Jackson, MD, MPH (she/her/hers)', 'affiliation': 'Senior Investigator Kaiser Permanente Washington Health Research Institute Seattle, WA, United States'}, {'title': 'C. Mary Healy, MD, FIDSA (she/her/hers)', 'affiliation': 'Associate Professor of Pediatrics, Infectious Diseases Baylor College of Medicine Houston, TX, United States'}, {}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Lisa Jackson, MD, MPH:  No financial relationships to disclose', 'C. Mary Healy, MD, FIDSA:  No relevant disclosure to display']"
Friday,10:30 AM - 11:45 AM,515 B,,,,113 - Antimicrobial Stewardship Programs in Latin America and the Caribbean,,,,,,,"['Adult ID', 'Epi & Infection Control', 'Global ID', 'Pediatric ID', 'Trainee']","[{'title': 'Leila Hojat, MD, MS (she/her/hers)', 'affiliation': 'Assistant Professor Medicine Case Western Reserve University/ University Hospitals Cleveland Medical Center Cleveland, OH, United States'}, {'title': 'Carlos Franco-Paredes, MD, MPH', 'affiliation': 'Faculty Department of Medicine - Division of Infectious Diseases Hospital Infantil de Mexico, Mexico and Instituto Conmemorativo de la Salud, Panama Denver, CO, United States'}, {'title': 'Abiel Mascarenas', 'affiliation': ''}, {}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Leila S. Hojat, MD, MS:  No financial relationships to disclose', 'Carlos Franco-Paredes, MD, MPH:  No financial relationships to disclose', 'Abiel Mascarenas:  No financial relationships to disclose']"
Friday,10:30 AM - 11:45 AM,Petree C,,,,114 - Climate Change and Infectious Diseases: A View From the Melting Arctic,,,,,,,"['Adult ID', 'Epi & Infection Control', 'Global ID', 'Investigative ID', 'Pediatric ID', 'Trainee']","[{'title': 'Jay Butler, MD (he/him/his)', 'affiliation': 'Former Commissioner and Chief Medical Officer Alaska Dept of Health and Social Services Anchorage, AK, United States'}, {'title': 'Ruth Lynfield, MD (she/her/hers)', 'affiliation': 'State Epidemiologist and Medical Director Minnesota Department of Health St. Paul, MN, United States'}, {}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Jay C. Butler, MD:  No financial relationships to disclose']"
Friday,10:30 AM - 11:45 AM,408 B,,,,115 - ID Physician Compensation Update: It's About Time (and Value),,,,,,,"['Adult ID', 'Pediatric ID', 'Trainee']","[{'title': 'Steven Schmitt, MD (he/him/his)', 'affiliation': 'Staff Physician Cleveland Clinic Foundation Cleveland, OH, United States'}, {'title': 'Gonzalo Bearman, MD, MPH (he/him/his)', 'affiliation': 'Chair, Division of Infectious Diseases Virginia Commonwealth University Richmond, VA, United States'}, {}, {}, {}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 0 hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Steven K. Schmitt, MD:  No financial relationships to disclose', 'Gonzalo Bearman, MD, MPH:  No financial relationships to disclose']"
Friday,10:30 AM - 11:45 AM,Concourse 152,,,,116 - The Rising Threat of Dengue and Other Arboviruses,,,,,,,"['Adult ID', 'Epi & Infection Control', 'Global ID', 'Investigative ID', 'HIV-STD-TB', 'Pediatric ID', 'Trainee']","[{'title': 'Speaker TBD', 'affiliation': 'TBD TBD'}, {}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Speaker TBD:  No financial relationships to disclose']"
Friday,10:30 AM - 11:45 AM,502 B,,,,117 - Let's Not Be Rash: Infectious Rashes and Their Mimickers,,,,,,,"['Adult ID', 'Epi & Infection Control', 'Global ID', 'Investigative ID', 'HIV-STD-TB', 'Pediatric ID', 'Trainee', 'Transplant', 'COVID-19']","[{'title': 'Latania Logan, MD, MSPH', 'affiliation': 'Marcus Professor of Pediatric Infectious Diseases, Professor of Pediatrics Emory University School of Medicine Atlanta, Georgia, United States'}, {'title': 'Ankhi Dutta, MD, MPH (she/her/hers)', 'affiliation': 'Associate Professor Baylor College of Medicine Houston, Texas, United States'}, {}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Latania K. Logan, MD, MSPH:  No financial relationships to disclose', 'Ankhi Dutta, MD, MPH:  No financial relationships to disclose']"
Friday,10:30 AM - 11:45 AM,403 A,,,,"118 - The 2023-2024 Leaders in Epidemiology, Antimicrobial Stewardship and Public Health (LEAP) Fellowship",,,,,,,"['Adult ID', 'Epi & Infection Control', 'Trainee']","[{'title': 'Judith Guzman-Cottrill, DO (she/her/hers)', 'affiliation': 'Professor, Pediatric Infectious Diseases Oregon Health & Science University Portland, OR, United States'}, {'title': 'Danielle Zerr, MD MPH (she/her/hers)', 'affiliation': ""Professor Pediatric Infectious Diseases/Med. Dir. Infection Prevention University of Washington/Seattle Children's Hospital Seattle, WA, United States""}, {}, {}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 0 hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Judith A. Guzman-Cottrill, DO:  No financial relationships to disclose']"
Friday,10:30 AM - 11:45 AM,Concourse 151,,,,119 - Treatment Conundrums: Not Always Black and White,,,,,,,"['Adult ID', 'Investigative ID', 'Pediatric ID', 'Trainee', 'Transplant']","[{'title': 'Pranita Tamma, MD, MHS', 'affiliation': 'Associate Professor Johns Hopkins School of Medicine Baltimore, MD, United States'}, {'title': 'Kathleen Chiotos, MD, MSCE (she/her/hers)', 'affiliation': ""Assistant Professor Children's Hospital of Philadelphia Philadelphia, PA, United States""}, {}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,
Friday,10:30 AM - 11:45 AM,502 A,,,,120 - What's Hot in Medical Mycology,,,,,,,"['Adult ID', 'Epi & Infection Control', 'Global ID', 'Investigative ID', 'Pediatric ID', 'Trainee', 'Transplant']","[{'title': 'Lena Heung, MD, PhD', 'affiliation': 'Assistant Professor Cedars-Sinai Medical Center Los Angeles, CA, United States'}, {'title': 'Dimitrios Kontoyiannis, MD', 'affiliation': 'Professor, Infectious Diseases Infectious Diseases, Infection Control and Employee Health The University of Texas MD Anderson Cancer Center Houston, TX, United States'}, {}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Lena Heung, MD, PhD:  No relevant disclosure to display', 'Dimitrios P. Kontoyiannis, MD:  No financial relationships to disclose']"
Friday,10:30 AM - 11:45 AM,403 B,,,,121 - HAI Prevention Bits and Bites,,,,,,,['Epi & Infection Control'],"[{'title': 'Piyali Chatterjee, MS, PhD (she/her/hers)', 'affiliation': 'Supervisory Senior Research Scientist Central Texas Veterans Health Care System Temple, TX, United States'}, {'title': 'Annabelle de St. Maurice, MD MPH (she/her/hers)', 'affiliation': 'Unit Chief, Community Outbreak and Syndromic Surveillance Team Los Angeles County Department of Public Health'}, {}, {}, {}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of 0 hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Piyali Chatterjee, MS, PhD:  No relevant disclosure to display', 'Annabelle de St. Maurice, MD MPH:  No financial relationships to disclose']"
Friday,10:30 AM - 11:45 AM,411,,,,122 - Molecular Diagnostics in Clinical Practice,,,,,,,"['Adult ID', 'Investigative ID']","[{'title': 'Ritu Banerjee, MD, Ph.D (she/her/hers)', 'affiliation': 'Professor Pediatric Infectious Diseases Vanderbilt University Medical Center Nashville, TN, United States'}, {'title': 'Yussef Bennani, MD, MPH, FACP (he/him/his)', 'affiliation': 'Associate Professor of Medicine Internal Medicine, Section of Infectious Diseases Virginia Commonwealth University Richmond, VA, United States'}, {}, {}, {}, {}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of 0 hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Ritu Banerjee, MD, Ph.D:  No financial relationships to disclose', 'Yussef Bennani, MD, MPH, FACP:  No financial relationships to disclose']"
Friday,10:30 AM - 11:45 AM,408 A,,,,123 - Navigating Acute Respiratory Infections,,,,,,,"['Adult ID', 'Pediatric ID', 'Epi & Infection Control']","[{'title': 'Karen Bloch, MD, MPH (she/her/hers)', 'affiliation': 'Professor Vanderbilt University Medical Center Nashville, TN, United States'}, {'title': 'Karl Evans Henson, MD, FIDSA (he/him/his)', 'affiliation': 'Director, Department of Advanced Medical Education The Medical City Pasig City, National Capital Region, Philippines'}, {}, {}, {}, {}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of 0 hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Karen C. Bloch, MD, MPH:  No financial relationships to disclose', 'Karl Evans R. Henson, MD, FIDSA:  No relevant disclosure to display']"
Friday,10:30 AM - 11:45 AM,404 AB,,,,124 - Therapy for Carbapenem-Resistant Organisms in the Real World,,,,,,,['Adult ID'],"[{'title': 'Rebecca Kumar, MD (she/her/hers)', 'affiliation': 'Assistant Professor Georgetown University School of Medicine Washington , DC, United States'}, {'title': 'Jason Gallagher, PharmD', 'affiliation': 'Clinical Professor Temple University Philadelphia, Pennsylvania, United States'}, {}, {}, {}, {}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of 0 hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,
Friday,10:30 AM - 11:45 AM,Petree D,,,,125 - Mind Blown: Challenging HIV Clinical Cases,,,,,,,"['HIV-STD-TB', 'Adult ID', 'Global ID', 'Pediatric ID', 'Trainee', 'Investigative ID']","[{'title': 'Joseph Garland', 'affiliation': ''}, {'title': 'April Pettit, MD, MPH (she/her/hers)', 'affiliation': 'Associate Professor of Medicine Department of Medicine, Division of Infectious Diseases Vanderbilt University Medical Center Nashville, TN, United States'}, {'title': 'Aadia Rana, MD (she/her/hers)', 'affiliation': 'Professor of Medicine University of Alabama-Birmingham Heersink School of Medicine Birmingham, AL, United States'}, {'title': 'Becky Reece, MD (she/her/hers)', 'affiliation': 'Associate Professor Medicine/Infectious Diseases West Virginia University Morgantown, WV, United States'}, {'title': 'Ofole Mgbako, MD MS (he/him/his)', 'affiliation': 'Assistant Professor of Medicine and Population Health; Section Chief of Infectious Diseases, NYC Health+Hospitals/Bellevue NYU Grossman School of Medicine Brooklyn, New York, United States'}, {'title': 'Rachel Presti, MD, PhD (she/her/hers)', 'affiliation': 'Professor Internal Medicine Washington University Saint Louis, MO, United States'}, {'title': 'Carina Marquez, MD, MPH', 'affiliation': 'Associate Professor Division of HIV, ID, Global Medicine, University of California San Francisco, Zuckerberg San Francisco General Hospital San Francisco, CA, United States'}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Joseph Garland:  No financial relationships to disclose', 'April Pettit, MD, MPH:  No financial relationships to disclose', 'Ofole Mgbako, MD MS:  No relevant disclosure to display', 'Rachel M. Presti, MD, PhD:  No financial relationships to disclose', 'Carina Marquez, MD, MPH:  No financial relationships to disclose']"
Friday,10:30 AM - 11:45 AM,515 A,,,,126 - Evolving Hepatitis B Treatment Guidelines and Implications on Practice: A Case-Based Panel Discussion,,,,,,,"['Adult ID', 'Global ID', 'HIV-STD-TB', 'Pediatric ID', 'Trainee']","[{'title': 'Michael Melia, MD (he/him/his)', 'affiliation': 'ID Fellowship Program Director Johns Hopkins University Baltimore, MD, United States'}, {'title': 'Debika Bhattacharya, MD MSc', 'affiliation': 'Clinical Professor Medicine David Geffen School of Medicine, University of California, Los Angeles; Division of Infectious Diseases, Veterans Affairs Greater Los Angeles Healthcare System, Los Angeles, California Los Angeles, CA, United States'}, {'title': 'Su Wang, MD, MPH, FACP (she/her/hers)', 'affiliation': 'Medical Director, Viral Hepatitis Programs & Center for Asian Health| Global Health Advisor Center for Asian Health & Liver Center Cooperman Barnabas Medical Center | Hepatitis B Foundation Florham Park, NJ, United States'}, {'title': 'H. Nina Kim, MD, MSc (she/her/hers)', 'affiliation': 'Professor Division of Allergy and Infectious Diseases University of Washington Seattle, WA, United States'}, {'title': 'Susanna Naggie, MD, MHS (she/her/hers)', 'affiliation': 'Vice Dean for Clinical Research; Director of Duke Clinical and Translational Sciences Institute; Professor of Medicine Duke University; Duke Clinical Research Institute Durham, NC, United States'}, {'title': 'Mark Sulkowski, MD (he/him/his)', 'affiliation': 'Professor of Medicine Johns Hopkins University School of Medicine Baltimore, MD, United States'}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Michael T. Melia, MD:  No financial relationships to disclose', 'Debika Bhattacharya, MD MSc:  No relevant disclosure to display', 'Su H. Wang, MD, MPH, FACP:  No relevant disclosure to display', 'H. Nina Kim, MD, MSc:  No relevant disclosure to display', 'Susanna Naggie, MD, MHS:  No relevant disclosure to display', 'Mark S. Sulkowski, MD:  No relevant disclosure to display']"
