poster_id,source_url,track_code,track_name,session_type,presentation_id,title,date,time,timezone,location,presenting_author_name,presenting_author_title,presenting_author_institution,presenting_author_location,total_presenting_authors,total_co_authors,all_presenting_authors,all_co_authors
867,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=867,F3.,F3. Hepatitis C,,P-1828,Cost-effectiveness of Hepatitis C Screening in the Emergency Department,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"James I. Barnes, MD, MS",Acting Instructor,University of Washington,"Seattle, Washington, United States",1,3,"James I. Barnes, MD, MS","Christopher T. Buresh, MD, MPH, DTM&H; Olivia P. Hood, MPH, CHES; H. Nina Kim, MD, MSc (she/her/hers)"
868,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=868,F3.,F3. Hepatitis C,,P-1826,"Trends in hepatitis C virus laboratory testing in a large, U.S. commercial laboratory, 2018-2024","Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Laura Gillim, PhD (she/her/hers)","Medical Science Liaison, Infectious Disease",Labcorp,"Canadaigua, NY, United States",1,3,"Laura Gillim, PhD (she/her/hers)","Min Kyung Lee, PhD; Charles M. Walworth, MD (he/him/his); David Alfego, PhD"
869,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=869,F3.,F3. Hepatitis C,,P-1825,Harm Reduction In US Veterans Who Inject Drugs: A Nationwide Cohort Study,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Audun J. Lier, MD, MPH",Attending Physician,Northport VA Medical Center,"Northport, New York, United States",1,2,"Audun J. Lier, MD, MPH","Elliott Lowy, Ph.D.; Lauren Beste, MD, MSc"
870,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=870,F3.,F3. Hepatitis C,,P-1824,Implementing Hepatitis C Treatment During Inpatient Admissions at a US-Based Tertiary Hospital,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Anna C. Scialli, MPH, MSW (she/her/hers)",Medical Student,"David Geffen School of Medicine, University of California Los Angeles","Los Angeles, CA, United States",1,1,"Anna C. Scialli, MPH, MSW (she/her/hers)","Tara Vijayan, MD, M.P.H. (she/her/hers)"
871,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=871,F2.,F2. Hepatitis B,,P-1823,Hepatitis B Status and COVID-19 Severity of Adult Admitted Patients in a Tertiary Hospital in the Philippines,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Angeli Eleanor Facun, MD",Medical Officer IV,Baguio General Hospital and Medical Center,"Baguio CIty, Benguet, Philippines",1,2,"Angeli Eleanor Facun, MD","Bernard Demot, n/a; Marie Ellaine Velasquez, MD, FPCP, FPSG, FPSDE"
872,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=872,F2.,F2. Hepatitis B,,P-1822,Missed Opportunities for Hepatitis B Screening and Vaccination Among People Living with HIV in a Ryan White-Funded Clinic: A Quality Improvement Initiative,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Armaghan-e-Rehman Mansoor, MD",Assistant Professor,University of Kentucky,"Lexington, KY, United States",1,5,"Armaghan-e-Rehman Mansoor, MD","Mark Irwin, DO; Thomas Moffitt, DO (he/him/his); Tiffany Stivers, MSN, APRN; Nicole Leedy, MD; Takaaki Kobayashi, MD MPH"
873,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=873,F2.,F2. Hepatitis B,,P-1821,"Prevalence and Risk Factors of Hepatitis B Virus Among Sexually Active Patients in Minna, Niger State: A Cross-Sectional Study","Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Aliyu Evuti Haruna, PhD",Consultant Epidemiologis,"Africa Center of Excellence for Mycotoxin and Food Safety, Federal University of Technology, Minna,Niger State","Minna, Niger, Nigeria",1,2,"Aliyu Evuti Haruna, PhD","Nma Bida Alhaji, PhD; Isah Leje umar, PhD"
874,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=874,F3.,F3. Hepatitis C,,P-1820,Clinical Factors and Obstetric Outcomes of Pregnant Women with Hepatitis C in Southeast Michigan,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Virtual,"Angela Ishak, MD (she/her/hers)",Resident Physician,Henry Ford Hospital,"Detroit, MI, United States",1,5,"Angela Ishak, MD (she/her/hers)","Yasmeen Mann, MD; Johnny Zakhour, MD; Brianna Hohmann, DO; Indira Brar, MD; Geehan Suleyman, MD, MLS (ASCP) (she/her/hers)"
875,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=875,F2.,F2. Hepatitis B,,P-1819,Hepatitis B Virus Reactivation After Resolved Infection: A 10-Year US Cohort Analysis,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Alejandro De la Hoz, MD",Infectious Disease Fellow,Mass General Brigham,"Boston, MA, United States",1,4,"Alejandro De la Hoz, MD","Erin M. Conolly, n/a; Lindsey R. Baden, MD; Ann E. Woolley, MD; Ella Woehl, MPH"
876,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=876,D2.,D2. Virology,,P-1818,"Measles Testing in a Large Commercial Laboratory in the United States, 2023-2025 in an Era of Increasing Measles Infections","Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Charles M. Walworth, MD (he/him/his)","Associate VP, Medical Affairs and Education",Monogram Biosciences/LabCorp,"Laguna Beach, CA, United States",1,5,"Charles M. Walworth, MD (he/him/his)","Laura Gillim, PhD (she/her/hers); Suzanne Dale, PhD; Sharon K. Martens, MN; David Alfego, PhD; Ato Aikins, PhD"
877,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=877,D2.,D2. Virology,,P-1817,High-Throughput Neutralizing Antibody (nAb) Assay Using a Pseudovirus Platform for Seasonal and Pandemic Influenza Studies,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Kai Sha, PhD",Scientist,LabCorp-Monogram Biosciences,"South San Francisco, CA, United States",1,3,"Kai Sha, PhD","Samuel Jauregui, PhD; Christos J. Petropoulos, PhD; Terri Wrin, PhD"
878,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=878,D2.,D2. Virology,,P-1816,"Malaria and West-Nile Virus Co-infection amongst Febrile Patients attending a Tertiary Hospital in Abuja, Nigeria","Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Virtual,Kehinde Oluwasegun Aina,researcher,"University of Ilorin, Nigeria","Braunschweig, Niedersachsen, Germany",1,0,Kehinde Oluwasegun Aina,
879,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=879,D2.,D2. Virology,,P-1815,"Epidemiological Patterns of Dengue Fever in Children aged 0-14 years in Kathmandu, Nepal: A Seven-Year Analysis in a High-Altitude Setting (2018–2024)","Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Saugat Bhandari, MBBS",Junior Research Fellow,Patan Academy of Health Sciences,"Lalitpur Kathmandu, Bagmati, 44700 Nepal, Bagmati, Nepal",1,9,"Saugat Bhandari, MBBS","Meeru Gurung, Masters in International Health; Sanjeev Man Bijukchhe, PHD; Bhishma Pokhrel, n/a; Puja Amatya, Fellowship in Pediatric Critical Care; Anil Raj Ojha, Developmental Pediatrician Fellowship in Development & Behavior Pediatrics; Ruby Basi, MSC; Aayush Rizal, MBBS; Rusy Shrestha, MBBS; Shrijana Shrestha, n/a"
880,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=880,D2.,D2. Virology,,P-1814,Comparative Analysis of Receptor Binding Affinity and Potential Zoonotic Spillover of H5Nx Clade 2.3.4.4b Avian Influenza Virus from Bangladesh,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Subyeta Binte Sarwar, MS",,"icddr,b","Dhaka, Dhaka, Bangladesh",1,6,"Subyeta Binte Sarwar, MS","Ayman Bin Abdul Mannan, MS; Akash Saha, MS; Md. Hasibul Hassan, MS; Mohammad Enayet Hossain, PhD (he/him/his); Sukanta Chowdhury, PhD; Mohammed Ziaur Rahman, PhD (he/him/his)"
881,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=881,D2.,D2. Virology,,P-1813,The natural history of respiratory viral antibodies during low circulation of respiratory viruses during the COVID-19 pandemic,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Sara R. Kim, MD (she/her/hers)",Acting Assistant Professor,Seattle Children's Hospital,"Seattle, WA, United States",1,10,"Sara R. Kim, MD (she/her/hers)","Linda M. Sircy, PhD (she/her/hers); Yun Lim, PhD; Khaleel Yahya, BS; Terry L. Stevens-Ayers, MS; Nina Ozbek, BS; Rachel Blazevic, BS; Larry Mose, BS; Louise E. Kimball, PhD; Michael J. Boeckh, MD PhD; Alpana Waghmare, MD"
882,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=882,D2.,D2. Virology,,P-1812,Understanding the role of the non-coding control region in JC polyomavirus cell tropism and central nervous system entry,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"C. Sabrain Tan, MD",,University of Iowa,"Iowa City, Iowa, United States",1,1,"C. Sabrain Tan, MD","Elizabeth Wagstaff, BS"
883,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=883,D2.,D2. Virology,,P-1811,The Perfect Storm: An Analysis of the Relationship Between Texas Weather Patterns and the Incidence of West Nile Virus,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Marissa Nicolas-Cagigal, n/a",Medical Student,University of Texas Medical Branch,"Texas City, Texas, United States",1,2,"Marissa Nicolas-Cagigal, n/a","Jonathan Pavia, n/a; J ""Patrik"" Hornak, MD"
884,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=884,D2.,D2. Virology,,P-1810,Development of Avian and Human Influenza Analytical Reference Materials for Diagnostics and Surveillance,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Leka Papazisi, DVM, PhD (he/him/his)",Principal Scientist,American Type Culture Collection (ATCC),"Gaithersburg, MD, United States",1,11,"Leka Papazisi, DVM, PhD (he/him/his)","Holly Asbury, BS; Jason Bose, BS; Pushpa Gujjari, MS; Laksmi Castro, MS; Trudy Corriea, MS; Loricel Champ, BS; Brian Chase, MS; Sung-Oui Suh, PhD; Joseph Thiriot, MS, PhD; Kyle Young, MS, MBA; Victoria Knight-Connoni, PhD"
885,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=885,D2.,D2. Virology,,P-1809,"Trends in vaccination and diagnostic testing for SARS-CoV-2 and influenza across the United States, 2019 – 2024","Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Min Kyung Lee, PhD",Postdoctoral Fellow,Labcorp,"Durham, NC, United States",1,8,"Min Kyung Lee, PhD","David Alfego, PhD; Laura Gillim, PhD (she/her/hers); Charles M. Walworth, MD (he/him/his); Suzanne Dale, PhD; Kathryn Lang, MD, PhD (she/her/hers); Ruth Carrico, PhD, DNP, APRN; Colm Smart, MBA; Payman Ghasemi, PhD"
886,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=886,D2.,D2. Virology,,P-1808,Whole genome sequencing to determine mucosal selective pressure on oral poliovirus vaccine evolution,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Izabela M. Rezende, PhD",Research Scientist,Stanford University,"Palo Alto, CA, United States",1,3,"Izabela M. Rezende, PhD","Frank S. Zhou, n/a; Yuan J. Carrington, BA, BBA; Yvonne A. Maldonado, MD"
887,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=887,D2.,D2. Virology,,P-1807,"A Study on Clinical, Laboratory Parameters and Outcome Among Patients Infected with Different Dengue Serotypes in a Tertiary Care Hospital","Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"HARDIK BHARATBHAI PATEL, M.D GENERAL MEDICINE (he/him/his)",Fellow Infectious Diseases,SCHOOL OF TROPICAL MEDICINE,"KOLKATA, West Bengal, India",1,2,"HARDIK BHARATBHAI PATEL, M.D GENERAL MEDICINE (he/him/his)","BIBHUTI SAHA, MD TROPICAL MEDICINE; SOUMENDRA NATH HALDAR, D.M INFECTIOUS DISEASES"
888,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=888,D2.,D2. Virology,,P-1806,Incidence of BK Virus Nephropathy in Kidney Transplant Recipients,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Pablo Bonvehí, ID Specialist (he/him/his)",Chairman Infectious Diseases Unit,CEMIC: Centro de Educacion Medica e Investigaciones Clinicas Norberto Quirno,"Ciudad autónoma de Buenos Aireis, Ciudad Autonoma de Buenos Aires, Argentina",1,9,"Pablo Bonvehí, ID Specialist (he/him/his)","Julia Ramponi, Physician; Fabián Herrera, Medical Doctor (he/him/his); Gustavo A. Castro Torres, Internal Medicine Specialist; Maximiliano Gabriel Castro, Internal Medicine Specialist; Diego Torres, Medical Doctor; Agustina Fiori, ID Specialist; Nicolás Lasserre, ID Specialist; Marcia Querci, n/a; Elena Temporiti, n/a"
889,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=889,D2.,D2. Virology,,P-1805,Novel Cytomegalovirus Mutations in Immunocompromised Patients: Genotypic Insights and Clinical Correlation,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Abdulrahman M. AlSweed, MD","Fellow, Pediatric Infectious Diseases",King Faisal Specialist Hospital & Research Center,"Riyadh, Ar Riyad, Saudi Arabia",1,4,"Abdulrahman M. AlSweed, MD","Madain S. Alsanea, Msc (she/her/hers); Fatimah AlHamlan, PhD; Ahmed Alqahtani, PhD; Reem AlMaghrabi, MD"
890,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=890,D2.,D2. Virology,,P-1804,Deep Mutational Scanning of the RSV Fusion Protein Reveals Mutational Constraint and Antibody Escape Mutations,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Cassandra Simonich, MD, PhD (she/her/hers)",Pediatric Infectious Disease Fellow,University of Washington/ Seattle Children's Hospital,"Seattle, WA, United States",1,2,"Cassandra Simonich, MD, PhD (she/her/hers)","Teagan E. McMahon, BA; Jesse Bloom, PhD"
891,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=891,D2.,D2. Virology,,P-1803,Evaluation of Ganciclovir Dosing Strategies for the Treatment of Cytomegalovirus,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Caroline Rosario, PharmD",Antimicrobial Stewardship Pharmacist,Roper St. Francis Healthcare,"Charleston, SC, United States",1,3,"Caroline Rosario, PharmD","Stephanie Welch, PharmD, BCPS, BCIDP; Kiran Gajurel, MD; Rupal Jaffa, PharmD, MBA, BCPS, BCIDP"
892,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=892,D2.,D2. Virology,,P-1802,Mortality in Hospitalised Patients with Dengue Fever: An Ambispective Observational Study,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Virtual,"Bollapally Naveen Goud, MBBS (he/him/his)",DNB resident,Sir Ganga Ram Hospital,"New Delhi, Delhi, India",1,3,"Bollapally Naveen Goud, MBBS (he/him/his)","ATUL GOGIA, N/A, MBBS,MRCP(UK); Richa Dewan, MD; Atul Kakar, MD"
893,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=893,D2.,D2. Virology,,P-1801,"Clinical Evaluation of a Novel, Extraction-free Isothermal Nucleic Acid Amplification Test for the Detection and Differentiation of HSV-1 and HSV-2 from Various Pediatric Sample Sources","Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Benjamin M. Liu, MBBS, PhD, D(ABMM), MB(ASCP)",,Children's National Hospital /George Washington University,"Washington, District of Columbia, United States",1,0,"Benjamin M. Liu, MBBS, PhD, D(ABMM), MB(ASCP)",
894,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=894,D2.,D2. Virology,,P-1800,Saliva as a Promising Additional Specimen for Enhanced RSV Detection in Pediatric Patients; A New Vaccine Surveillance Network Study,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Anjana Sasidharan, MS, MB(ASCP) (she/her/hers)",Research Laboratory Supervisor,Childrens Mercy Hospital,"Missouri, Kansas, United States",1,12,"Anjana Sasidharan, MS, MB(ASCP) (she/her/hers)","Montserrat Santos, MS; Varun chandra Boinpelly, MS; Dithi Banerjee, PhD; Brian R. Lee, PhD, MPH; Jennifer E. Schuster, MD (she/her/hers); Dinah Dosdos, MD, FAAP; Mary E. Moffatt, M.D.; Kirsten L. Weltmer, MD; Gina Weddle, DNP, RN, CPNP-AC/PC; Casey M. Kalman, MPH; Heidi L. Moline, MD, MPH; Rangaraj Selvarangan, PhD"
895,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=895,D2.,D2. Virology,,P-1799,Targeting the Endocannabinoid System: Cannabinoid Receptor 2 Activation Modulates Outcomes in Influenza A Virus Infection – Insights from a Murine Model,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Ahmed R. Alsuwaidi, MD (he/him/his)",Professor,United Arab Emirates University,"Al Ain, Abu Dhabi, United Arab Emirates",1,3,"Ahmed R. Alsuwaidi, MD (he/him/his)","Junu George, PhD; Ifrah Ali, PhD; Shreesh Ojha, PhD"
896,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=896,D2.,D2. Virology,,P-1798,Identifying Early Influenza Virus Infections in a Human Infection Model,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Alana V. Brown, B.S.",Laboratory Research Technician,Duke University School of Medicine,"Durham, North Carolina, United States",1,10,"Alana V. Brown, B.S.","Jack G. Anderson; Nicholas O'Grady, MS; Clare Camilleri, n/a; Sepideh Naderi, n/a; Rachel Myers, PhD; Edwin Wilbur Woodhouse, III, MD, MPH (he/him/his); Julie M. Steinbrink, MD, MHS; Thomas W. Burke, PhD; Christopher W. Woods, MD, MPH; Micah T. McClain, MD, PhD"
897,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=897,D2.,D2. Virology,,P-1797,The Effect of Recipient Age and Cytomegalovirus Sero-status on Patient and Graft Survival in Liver Transplant Recipients.,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Abhay Dhand, MD",Physician,Westchester Medical Center,"Valhalla, NY, United States",1,2,"Abhay Dhand, MD","Seigo Nishida, MD, PhD; Kenji Okumura, MD"
898,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=898,D5.,D5. Typing/sequencing,,P-1796,A dual-mechanism model incorporating efflux pumps and resistance genes to predict multi-drug resistance in Klebsiella pneumoniae,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Lorenzo Uccellini, PhD (he/him/his)",Business Development Manager,Biotia inc,"Long Island City, NY, United States",1,12,"Lorenzo Uccellini, PhD (he/him/his)","Gabor Fidler, PhD; Mara Couto-Rodriguez, MS (she/her/hers); Heather L. Wells, MPH, PhD Candidate; Sol Rey, BS; Tiara Rivera, B.S.; John C. Papciak, BS; Ford Combs, PhD; Caitlin Otto, PhD, D(ABMM); Christopher E. Mason, PhD; Niamh B. O'Hara, PhD; Dorottya Nagy-Szakal, MD PhD (she/her/hers); David C. Danko, Ph.D."
