session_id,source_url,primary_track,all_tracks,track_count,session_type,session_number,session_title,full_title,date,time,timezone,location,cme_hours,moc_hours,cne_hours,acpe_hours,acpe_number,pace_hours,ce_broker_hours,primary_speaker_name,primary_speaker_title,primary_speaker_department,primary_speaker_institution,primary_speaker_location,total_speakers,all_speakers,disclosure_count,disclosures,presentation_count,presentation_titles,presentation_times,presentation_speakers
520,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=520,Adult ID,Adult ID; Epi & Infection Control; Global ID; Investigative ID; HIV-STD-TB; Pediatric ID; Trainee; Transplant; COVID-19,9,Symposium,,197 - Clinical Trials That Will Change Your Practice,197 - Clinical Trials That Will Change Your Practice,"Wednesday, October 22, 2025",10:30 AM - 11:45 AM,,Ballroom (Hall B1),,,,,JA0007082-9999-24-002-L01-P; PACE C,,,"Senu Apewokin, MD",Assoc Prof,,University of Cincinnati,"Mason, OH, United States",2,"Senu Apewokin, MD; James Lewis, II, PharmD, FIDSA",2,"\1: Nestle/Seres: Honoraria | \1: AbbVie Inc: Advisor/Consultant, Honoraria; SHIONOGI and CO., LTD.: Advisor/Consultant, Honoraria",3,Trials in Bacteriology That May Change Your Practice | Trials in Mycology That May Change Your Practice | Trials in Virology That May Change Your Practice,10:30 AM - 10:55 AM | 10:55 AM - 11:20 AM | 11:20 AM - 11:45 AM,"Amy Mathers, MD, D(ABMM) (she/her/hers) | Barbara Alexandar, MD, MHS (she/her/hers) | Michael Ison, MD MS (he/him/his)"
521,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=521,,,0,Symposium,,197 - Clinical Trials That Will Change Your Practice,197 - Clinical Trials That Will Change Your Practice,"Wednesday, October 22, 2025",10:30 AM - 11:45 AM,,Ballroom (Hall B1),,,,,JA0007082-9999-24-002-L01-P; PACE C,,,"Amy Mathers, MD, D(ABMM) (she/her/hers)",Professor of Medicine and Pathology,,University of Virginia,"Charlottesville, VA, United States",1,"Amy Mathers, MD, D(ABMM) (she/her/hers)",1,\1: Cephied: Advisor/Consultant; DayZero Diagnostics: Advisor/Consultant,2,Trials in Mycology That May Change Your Practice | Trials in Virology That May Change Your Practice,10:55 AM - 11:20 AM | 11:20 AM - 11:45 AM,"Barbara Alexandar, MD, MHS (she/her/hers) | Michael Ison, MD MS (he/him/his)"
522,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=522,,,0,Symposium,,"211 - The Many Facets of Clinical Breakpoints: Impact of MIC, AMR and Dosing on Outcomes","211 - The Many Facets of Clinical Breakpoints: Impact of MIC, AMR and Dosing on Outcomes","Wednesday, October 22, 2025",10:30 AM - 11:45 AM,,B312-B313,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,"James Lewis, II, PharmD, FIDSA",Infectious Diseases Pharmacy Programs Supervisor,,Oregon Health & Science University,"Portland, OR, United States",1,"James Lewis, II, PharmD, FIDSA",1,"\1: AbbVie Inc: Advisor/Consultant, Honoraria; SHIONOGI and CO., LTD.: Advisor/Consultant, Honoraria",2,"Should I Hang My Hat on This Antimicrobial Susceptibility Testing Result? | What Matters Most? MIC, AMR or Dosing?",10:55 AM - 11:20 AM | 11:20 AM - 11:45 AM,"Alexandra L. Bryson, Ph.D., D(ABMM) | Andrew J. Fratoni, PharmD"
523,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=523,,,0,Symposium,,210 - T-Cell Modifying Therapies: What the ID Provider Needs to Know,210 - T-Cell Modifying Therapies: What the ID Provider Needs to Know,"Wednesday, October 22, 2025",10:30 AM - 11:45 AM,,B405-B407,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,"Susan Seo, MD","Director, Antibiotic Management Program",Infectious Diseases Service,Memorial Sloan Kettering,"New York, NY, United States",1,"Susan Seo, MD",1,\1: No financial relationships to disclose.,2,"Not All CARs and Abs Are Created Equal: Incidence, Type and Timing of Infections | Preventative Strategies: Vaccination and Prophylaxis",10:55 AM - 11:20 AM | 11:20 AM - 11:45 AM,"Jessica S. Little, MD (she/her/hers) | Benjamin Teh, MD"
524,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=524,,,0,Symposium,,205 - Maternal Immunization: A New Era of Prevention of Infant Infection,205 - Maternal Immunization: A New Era of Prevention of Infant Infection,"Wednesday, October 22, 2025",10:30 AM - 11:45 AM,,Sidney J. Marcus Auditorium,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,"Janet Englund, MD (she/her/hers)",Dr,Pediatrics,Seattle Children’s Hospital/Univ. Washington,"Seattle, Washington, United States",1,"Janet Englund, MD (she/her/hers)",1,"\1: AstraZeneca: Board Member, Grant/Research Support; Cidarra: Member Data Safety Monitoring Board; GlaxoSmithKline: Advisor/Consultant, Grant/Research Support; Meissa Vaccines: Advisor/Consultant; Merck: Advisor/Consultant, Grant/Research Support; Moderna: Advisor/Consultant, Grant/Research Support; Pfizer: Advisor/Consultant, Grant/Research Support; Shionogi: Grant/Research Support",2,Group B Streptococcus Prevention During Pregnancy and Early Infancy | Partnering With OBs to Optimize Immunization in Pregnancy and Infancy,10:55 AM - 11:20 AM | 11:20 AM - 11:45 AM,"Paul T. Heath, FRCPCH (he/him/his) | Neil Silverman, MD (he/him/his)"
525,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=525,,,0,Symposium,,202 - HIV for the Non-HIV Specialist,202 - HIV for the Non-HIV Specialist,"Wednesday, October 22, 2025",10:30 AM - 11:45 AM,,B302-B304,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,"Christopher Fox, MSN, RN, ANP-BC, AAHIVS (he/him/his)",Assistant Professor of Medicine,,Oregon Health & Science University,"Portland, OR, United States",1,"Christopher Fox, MSN, RN, ANP-BC, AAHIVS (he/him/his)",1,\1: GSK/ViiV Healthcare: Grant/Research Support,2,Updates on Inpatient Management of HIV & OIs | Weight Management in HIV Care,10:55 AM - 11:20 AM | 11:20 AM - 11:45 AM,"Raaka G. Kumbhakar, MD, MPH (she/her/hers) | Matthew D. Hickey, MD, MAS (he/him/his)"
526,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=526,,,0,Symposium,,203 - Improving Health Equity Using Advanced Analytic Methods,203 - Improving Health Equity Using Advanced Analytic Methods,"Wednesday, October 22, 2025",10:30 AM - 11:45 AM,,B308-B309,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,Prabasaj Paul,"Berlin, Germany",,,,1,Prabasaj Paul,1,"\1: Pfizer, Inc.: Employer of spouse",2,Models and Algorithms for Equitable Vaccine Allocation | Exploring Opportunities to Improve Health Equity With Machine Learning,10:55 AM - 11:20 AM | 11:20 AM - 11:45 AM,Sriram Pemmaraju | Cristina Lanzas
527,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=527,,,0,Symposium,,201 - Global Health at Home: Addressing Emerging Infections and Health Disparities in the U.S.,201 - Global Health at Home: Addressing Emerging Infections and Health Disparities in the U.S.,"Wednesday, October 22, 2025",10:30 AM - 11:45 AM,,Thomas B. Murphy Ballroom 2-3,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,"Andres Henao, MD PHD FIDSA (he/him/his)",Associate Professor,,University of Colorado-Anschutz,"Aurora, CO, United States",1,"Andres Henao, MD PHD FIDSA (he/him/his)",1,\1: F2G: Grant/Research Support,2,Emerging Infections in the Migrant Population | Global Diseases of Increasing Concern,10:55 AM - 11:20 AM | 11:20 AM - 11:45 AM,"Amanda Gabster | Alicia Hidron, MD"
528,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=528,,,0,Symposium,,198 - ESPID/PIDS Joint Symposium:​ Perspectives in Pediatric Osteoarticular Infections: Bone Appetit!,198 - ESPID/PIDS Joint Symposium:​ Perspectives in Pediatric Osteoarticular Infections: Bone Appetit!,"Wednesday, October 22, 2025",10:30 AM - 11:45 AM,,B206,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,"Allan Bybeck Nielsen, MD, PhD (he/him/his)","Junior Consultant, Pediatric Infectious Diseases",,Pediatric Infectious Diseases,"Copenhagen University Hospital, Hvidovre",1,"Allan Bybeck Nielsen, MD, PhD (he/him/his)",1,\1: No financial relationships to disclose.,3,Determining Definitive Antibiotic Regimen and Duration of Therapy (U.S.) | Rapid MRI Protocol for Pediatric Musculoskeletal Infections (U.S.) | Defining the Research Needs in Pediatric Osteoarticular Infections (Europe),10:50 AM - 11:10 AM | 11:10 AM - 11:30 AM | 11:30 AM - 11:45 AM,"Maria Carrillo-Marquez, MD, MS | Romie F. Gibly, MD PhD | Jesus Saavedra-Lozano, MD. Ph.D"
529,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=529,,,0,Symposium,,200 - Fresh Strategies for Modern Challenges in Outpatient Antibiotic Stewardship,200 - Fresh Strategies for Modern Challenges in Outpatient Antibiotic Stewardship,"Wednesday, October 22, 2025",10:30 AM - 11:45 AM,,Thomas B. Murphy Ballroom 1,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,Holly Frost,Holly Frost,,,,1,Holly Frost,1,\1: No financial relationships to disclose.,3,"Prioritizing Equity in Antimicrobial Stewardship Efforts (EASE): A Framework for Clinicians | Say Aaahh, for Dental Stewardship | Innovations Outside the Ivory Tower: Ambulatory Stewardship",10:50 AM - 11:10 AM | 11:10 AM - 11:30 AM | 11:30 AM - 11:45 AM,"Jasmine R. Marcelin, MD (she/her/hers) | Alan E. Gross, PharmD | Mei H. Chang, PharmD, BCCCP, BCIDP (she/her/hers)"
530,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=530,,,0,Symposium,,199 - Extrapulmonary Non-Tuberculous Mycobacteria,199 - Extrapulmonary Non-Tuberculous Mycobacteria,"Wednesday, October 22, 2025",10:30 AM - 11:45 AM,,Thomas B. Murphy Ballroom 4,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,Jared Eddy,"National Jewish Health, Denver, Colorado",,,,1,Jared Eddy,1,\1: No financial relationships to disclose.,4,Skin and Soft Tissue Infections Caused by Rapidly Growing Mycobacteria (Surgical Management) | Osteoarticular Infections Caused by Non-Tuberculous Mycobacteria | Osteoarticular Infections Caused by Non-Tuberculous Mycobacteria (Surgical Management) | Disseminated Infections in Immunocompromised Hosts Caused by Non-Tuberculous Mycobacteria,10:45 AM - 11:00 AM | 11:00 AM - 11:15 AM | 11:15 AM - 11:30 AM | 11:30 AM - 11:45 AM,"Marc E. Gottlieb, MD, FACS | Mollie Tucker, MD (she/her/hers) | Bennie Lindeque, MD, PhD (he/him/his) | Sarah Taimur, MD (she/her/hers)"
531,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=531,,,0,Named Lecture,,196 - Joseph E. Smadel Lecture,196 - Joseph E. Smadel Lecture,"Wednesday, October 22, 2025",9:15 AM - 10:00 AM,,Ballroom (Hall B1),,,,,JA0007082-9999-24-002-L01-P; PACE C,,,,,,,,0,,0,,1,Lecture Title TBD,9:35 AM - 10:00 AM,"Dimitrios P. Kontoyiannis, MD, MS, ScD, PhD"
532,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=532,,,0,Meet-The-Professor,,191 - One Size Fits One: Toward Individualized Management of Infectious Diseases,191 - One Size Fits One: Toward Individualized Management of Infectious Diseases,"Wednesday, October 22, 2025",8:00 AM - 9:00 AM,,B308-B309,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,"Graham Hatfull, PhD (he/him/his)",Professor,,University of Pittsburgh,"Pittsburgh, PA, United States",1,"Graham Hatfull, PhD (he/him/his)",1,"\1: ePhective: Advisor/Consultant, Stocks/Bonds (Private Company)",2,Molecular Diagnostics to Refine Duration of Therapy for Blood Stream Infection: S. aureus | Laboratory-Guided Isolate-Specific Treatment Modifications: Mycobacterium abscessus (Clinical),8:00 AM - 8:20 AM | 8:20 AM - 8:40 AM,"Vance G. Fowler, MD, MHS | Anne Friedland, MD (she/her/hers)"
533,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=533,,,0,Meet-The-Professor,,187 - Getting Paid for What You Already Do: Update on Coding for the ID Provider,187 - Getting Paid for What You Already Do: Update on Coding for the ID Provider,"Wednesday, October 22, 2025",8:00 AM - 9:00 AM,,B203,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,"Trini Mathew, MD MPH",,,"CEO, HealthTAMCycle³ PLLC","Clinical Professor, Dept of Medicine, Oakland University William Beaumont School of Medicine, MI, United States",1,"Trini Mathew, MD MPH",1,\1: Alphabet Inc: Stocks/Bonds (Public Company); GE Healthcare tech: Stocks/Bonds (Public Company),2,"Introduction, Time-Based Coding, TDM | Coding for HIV Disease: Diagnosis, Care and PrEP",8:00 AM - 8:20 AM | 8:20 AM - 8:40 AM,"Ron Devine | John JW Fangman, MD (he/him/his)"
534,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=534,,,0,Meet-The-Professor,,186 - Current Challenges in SSI Surveillance,186 - Current Challenges in SSI Surveillance,"Wednesday, October 22, 2025",8:00 AM - 9:00 AM,,B211-B212,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,"Caitlin Li, MD MHQS (she/her/hers)",Assistant Professor of Pediatrics,,Lurie Childrens Hospital,"Chicago, IL, United States",1,"Caitlin Li, MD MHQS (she/her/hers)",1,\1: No financial relationships to disclose.,1,Challenges With Data Integrity in Surgical Site Infection Surveillance,8:00 AM - 8:30 AM,"Shira Doron, MD"
535,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=535,,,0,Meet-The-Professor,,185 - Can My Patient Get Their Chemo/Cells? How to Approach the Hematologic Malignancy Patient With an Active Infection,185 - Can My Patient Get Their Chemo/Cells? How to Approach the Hematologic Malignancy Patient With an Active Infection,"Wednesday, October 22, 2025",8:00 AM - 9:00 AM,,B207-B208,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,Corrado Girmenia (he/him/his),Chief of the Hematologic Emergency Unit,,Umberto I Policlinico di Roma,"Roma, Emilia-Romagna, Italy",1,Corrado Girmenia (he/him/his),1,\1: No financial relationships to disclose.,1,How to Approach the Hematologic Malignancy Patient With an Active Viral/Bacterial Infection,8:00 AM - 8:30 AM,"Genovefa Papanicolau, MD"
536,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=536,,,0,Meet-The-Professor,,188 - Hitting the Road: Challenging Cases in Pre-Travel Medicine Consultation​,188 - Hitting the Road: Challenging Cases in Pre-Travel Medicine Consultation​,"Wednesday, October 22, 2025",8:00 AM - 9:00 AM,,B401-B402,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,"Derek Larson, DO",Associate Professor,,Naval Medical Center San Diego and Uniformed Services University,"SAN DIEGO, CA, United States",1,"Derek Larson, DO",1,\1: No financial relationships to disclose.,1,What’s New in Pre-Travel Vaccine Recommendations,8:00 AM - 8:30 AM,"Christopher Ohl, MD"
537,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=537,,,0,Meet-The-Professor,,189 - HIV & Aging,189 - HIV & Aging,"Wednesday, October 22, 2025",8:00 AM - 9:00 AM,,B206,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,"Damani Piggott, MD, PhD",,,Associate Professor of Medicine and Epidemiology,"Johns Hopkins University, United States",1,"Damani Piggott, MD, PhD",1,\1: No financial relationships to disclose.,1,Frailty in Older People With HIV,8:00 AM - 8:30 AM,"Mary Clare Masters, MD (she/her/hers)"
538,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=538,,,0,Meet-The-Professor,,193 - Tele-Antimicrobial Stewardship to Build Stewardship Capacity,193 - Tele-Antimicrobial Stewardship to Build Stewardship Capacity,"Wednesday, October 22, 2025",8:00 AM - 9:00 AM,,B213-B214,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,"Zahra Kassamali Escobar, PharmD, BCIDP","Clinical Pharmacist, Infectious Diseases",,University of Washington,"Seattle, WA, United States",1,"Zahra Kassamali Escobar, PharmD, BCIDP",1,\1: UW Center for Stewardship in Medicine: I am employed by UW-CSiM to provide tele-stewardship support to participating rural and critical access hospitals,1,How to Build and Maintain an Integrated Tele-AMS,8:00 AM - 8:30 AM,"Nathan R. Shively, MD"
539,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=539,,,0,Meet-The-Professor,,192 - Papers That Should Change Your Practice in Pediatric ID,192 - Papers That Should Change Your Practice in Pediatric ID,"Wednesday, October 22, 2025",8:00 AM - 9:00 AM,,Thomas B. Murphy Ballroom 1,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,"Rana Hamdy, MD, MPH, MSCE, FPIDS (she/her/hers)",Associate Professor of Pediatrics,Pediatric Infectious Diseases,Childrens National Hospital,"Washington, DC, United States",1,"Rana Hamdy, MD, MPH, MSCE, FPIDS (she/her/hers)",1,"\1: StrepApp: ""StrepApp""; patent application pending",1,Papers That Should Change Your Practice in Pediatric ID 1,8:00 AM - 8:30 AM,"Matthew B. Laurens, MD, MPH, FIDSA, FPIDS (he/him/his)"
540,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=540,,,0,Meet-The-Professor,,194 - What's New in Urinary Tract Infection (IDSA cUTI Guideline Panel and the UTI WikiGuideline Panel),194 - What's New in Urinary Tract Infection (IDSA cUTI Guideline Panel and the UTI WikiGuideline Panel),"Wednesday, October 22, 2025",8:00 AM - 9:00 AM,,Thomas B. Murphy Ballroom 4,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,"Barbara Trautner, MD, PhD (she/her/hers)",Professor,"Department of Medicine / Center for Quality, Effectiveness, and Safety",Washington University School of Medicine,"St. Louis, MO, United States",1,"Barbara Trautner, MD, PhD (she/her/hers)",1,\1: No financial relationships to disclose.,1,UTI WikiGuideline Panel,8:00 AM - 8:30 AM,"Zachary Nelson, PharmD, MPH, CPH, BCIDP (he/him/his)"
541,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=541,,,0,Meet-The-Professor,,191 - One Size Fits One: Toward Individualized Management of Infectious Diseases,191 - One Size Fits One: Toward Individualized Management of Infectious Diseases,"Wednesday, October 22, 2025",8:00 AM - 9:00 AM,,B308-B309,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,"Anne Friedland, MD (she/her/hers)",Assistant Professor,,UNC School of Medicine,"Chapel Hill, NC, United States",1,"Anne Friedland, MD (she/her/hers)",1,\1: Paratek Pharmaceuticals: Grant/Research Support,2,Molecular Diagnostics to Refine Duration of Therapy for Blood Stream Infection: S. aureus | Laboratory-Guided Isolate-Specific Treatment Modifications: Mycobacterium abscessus (Laboratory),8:00 AM - 8:20 AM | 8:40 AM - 9:00 AM,"Vance G. Fowler, MD, MHS | Graham Hatfull, PhD (he/him/his)"
542,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=542,,,0,Meet-The-Professor,,187 - Getting Paid for What You Already Do: Update on Coding for the ID Provider,187 - Getting Paid for What You Already Do: Update on Coding for the ID Provider,"Wednesday, October 22, 2025",8:00 AM - 9:00 AM,,B203,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,"John Fangman, MD (he/him/his)",Senior Medical Director,,Mass General Brigham,"Somerville, MA, United States",1,"John Fangman, MD (he/him/his)",1,\1: No financial relationships to disclose.,2,"Introduction, Time-Based Coding, TDM | Critical Care Coding and G0545 Modifier",8:00 AM - 8:20 AM | 8:40 AM - 9:00 AM,"Ron Devine | Trini Mathew, MD MPH"
543,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=543,Adult ID,Adult ID; Epi & Infection Control; Investigative ID; Trainee,4,Meet-The-Professor,,195 - You Do What? Combined ID Fellowships,195 - You Do What? Combined ID Fellowships,"Wednesday, October 22, 2025",8:00 AM - 9:00 AM,,B314,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,Taison Bell,Taison Bell,,,,2,"Taison Bell; Sameer Kadri, MD, MS, FIDSA",1,\1: No financial relationships to disclose.,2,ID/CC | ID/Addiction Med,8:00 AM - 8:30 AM | 8:30 AM - 9:00 AM,"Lisa Bebell, MD, MSc | Wei-Teng Yang, MD MPH (he/him/his)"
544,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=544,Adult ID,Adult ID,1,Meet-The-Professor,,194 - What's New in Urinary Tract Infection (IDSA cUTI Guideline Panel and the UTI WikiGuideline Panel),194 - What's New in Urinary Tract Infection (IDSA cUTI Guideline Panel and the UTI WikiGuideline Panel),"Wednesday, October 22, 2025",8:00 AM - 9:00 AM,,Thomas B. Murphy Ballroom 4,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,"Nongnooch Poowanawittayakom, MD, MPH (she/her/hers)",Assistant Professor,,Washington University,"st.louis, MO, United States",2,"Nongnooch Poowanawittayakom, MD, MPH (she/her/hers); David Cluck, PharmD, FIDSA, BCPS, BCIDP, AAHIVP (he/him/his)",2,"\1: No financial relationships to disclose. | \1: Astellas, Inc: Advisor/Consultant",2,UTI WikiGuideline Panel | Not So Complicated: The 2025 IDSA Complicated UTI Guidelines,8:00 AM - 8:30 AM | 8:30 AM - 9:00 AM,"Zachary Nelson, PharmD, MPH, CPH, BCIDP (he/him/his) | Barbara Trautner, MD, PhD (she/her/hers)"
