co_authors_22_title,co_authors_16_title,presenting_authors_1_name,co_authors_21_title,co_authors_29_title,co_authors_37_affiliation,date,co_authors_11_affiliation,co_authors_39_title,co_authors_9_name,co_authors_28_affiliation,co_authors_17_title,co_authors_17_affiliation,trackname,co_authors_18_affiliation,co_authors_5_name,poster_id,co_authors_38_affiliation,presenting_authors_1_affiliation,co_authors_37_title,co_authors_32_name,co_authors_33_affiliation,co_authors_32_title,other_authors,other_authors_1_title,co_authors_11_name,co_authors_29_name,co_authors_6_title,co_authors_6_affiliation,co_authors_7_name,other_authors_1_affiliation,co_authors_24_title,co_authors_20_title,co_authors_9_title,co_authors_13_affiliation,co_authors_16_affiliation,co_authors_15_affiliation,co_authors_27_name,co_authors_34_name,co_authors_24_name,co_authors_27_affiliation,co_authors_31_title,co_authors_23_affiliation,co_authors_25_name,co_authors_39_affiliation,co_authors_33_title,co_authors_2_affiliation,co_authors_12_name,co_authors_5_title,co_authors_3_name,co_authors_26_affiliation,co_authors_39_name,co_authors_15_name,co_authors_38_name,co_authors_23_title,co_authors_35_name,co_authors_20_affiliation,error,co_authors_7_title,co_authors_4_name,co_authors_27_title,co_authors_4_title,co_authors_17_name,co_authors_19_title,co_authors_6_name,co_authors_5_affiliation,co_authors_7_affiliation,co_authors_24_affiliation,co_authors_30_name,co_authors_31_affiliation,co_authors_14_title,co_authors_19_name,co_authors_1_name,other_authors_1_name,co_authors_13_title,co_authors_34_affiliation,co_authors_30_title,co_authors_21_affiliation,co_authors_1_affiliation,co_authors_3_title,co_authors_21_name,url,co_authors_36_name,co_authors_1_title,co_authors_26_title,co_authors_36_affiliation,co_authors_19_affiliation,co_authors_8_title,time,co_authors_22_affiliation,co_authors_37_name,co_authors_15_title,co_authors_10_affiliation,presenting_authors_1_title,co_authors_2_name,co_authors_10_name,co_authors_29_affiliation,co_authors_36_title,co_authors_10_title,co_authors_8_name,co_authors,co_authors_12_title,co_authors_23_name,presenting_authors,co_authors_30_affiliation,location,co_authors_25_title,co_authors_18_name,co_authors_8_affiliation,title,co_authors_34_title,co_authors_14_name,co_authors_9_affiliation,sessionname,co_authors_16_name,co_authors_2_title,co_authors_33_name,co_authors_26_name,co_authors_18_title,co_authors_38_title,co_authors_14_affiliation,co_authors_28_title,co_authors_28_name,co_authors_35_affiliation,co_authors_25_affiliation,co_authors_31_name,co_authors_4_affiliation,co_authors_12_affiliation,co_authors_11_title,co_authors_22_name,co_authors_3_affiliation,co_authors_20_name,co_authors_13_name,co_authors_32_affiliation,co_authors_35_title
,,"Athina Pyrpasopoulou, MD PhD (she/her/hers)",,,,"Thursday, October 17, 2024",,,"Eleni Vagdatli, MD PhD",,,,C4. Respiratory infections - viral,,"Panagiotis Pateinakis, MD PhD",684499,,,,,,,,,,,"Hippokration Hospital ThessalonikiThessaloniki, Thessaloniki, Greece",,"Maria Terzaki, MD",,,,"Hippokration Hospital ThessalonikiThessaloniki, Thessaloniki, Greece",,,,,,,,,,,,,,,"Hippokration Hospital ThessalonikiThessaloniki, Thessaloniki, Greece","Chrysi Michailidou, MD",,,,,,,,,"Hippokration Hospital ThessalonikiThessaloniki, Thessaloniki, Greece","Prodromos Soukiouroglou, MSc",,"Hippokration Hospital ThessalonikiThessaloniki, Thessaloniki, Greece",,,"Konstantina Mpani, MD",,,,,,,,"Charalampos Zarras, MD PhD",,,,,,,"Hippokration Hospital ThessalonikiThessaloniki, Thessaloniki, Greece",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=1902,,"Hippokration Hospital ThessalonikiThessaloniki, Thessaloniki, Greece",,,,"Hippokration Hospital ThessalonikiThessaloniki, Thessaloniki, Greece",12:15 PM – 1:30 PM US PT,,,,,"ID ConsultantHippokration Hospital ThessalonikiThessaloniki, Thessaloniki, Greece","Dimitrios Kouroupis, MD",,,,,"Dimitrios Molyvas, MD",,,,,,Location: Virtual,,,,(P-669) Characteristics of hospitalized adult patients with hMPV infection in the post-covid era,,,,Poster Session:,,"Hippokration Hospital ThessalonikiThessaloniki, Thessaloniki, Greece",,,,,,,,,,,,,,,,,,,
"Assistant ProfessorVanderbilt University Medical CenterNashville, Tennessee, United States","ProfessorSeattle Children’s HospitalSeattle, Washington, United States","Adam Gailani, MD (he/him/his)","Vanderbilt University Medical CenterNashville, Tennessee, United States",,,"Thursday, October 17, 2024",,,"John V. Williams, MD",,"ProfessorUniversity of Washington School of MedicineSeattle, Washington, United States",,C4. Respiratory infections - viral,,"Rangaraj Selvarangan, BVSc, PhD, D(ABMM), FIDSA, FAAM",695209,,,,,,,,,"Leila C. Sahni, PhD, MPH (she/her/hers)",,"Associate ProfessorChildren’s Mercy Kansas CityKansas City, Missouri, United States",,"Christopher J. Harrison, MD",,,"Medical OfficerCenters for Disease Control and PreventionAtlanta, Georgia, United States","ProfessorUniversity of PittsburghPittsburgh, Pennsylvania, United States",,,,,,,,,,,,,,"Mary A. Staat, MD, MPH","DirectorChildren’s Mercy Kansas CityKansas City, Missouri, United States","Justin Z. Amarin, MD (he/him/his)",,,"Peter G. Szilagyi, MD MPH",,"Craig Weaver Professor of PediatricsVanderbilt University Medical CenterNashville, TN, United States",,,,"ProfessorChildren's Mercy HospitalKansas City, Missouri, United States","Laura S. Stewart, PhD",,"Program ManagerVanderbilt University Medical CenterNashville, Tennessee, United States","Eileen J. Klein, MD, MPH","Health ScientistUS Centers for Disease Control & PreventionBuffalo, New York, United States","Jennifer E. Schuster, MD, MSc",,,,,,"ProfessorUniversity of Rochester School of Medicine & DentistryRochester, NY, United States","Benjamin R. Clopper, MPH (he/him/his)","Tess Stopczynski, MS (she/her/hers)",,"Associate Professor of Pediatrics, Division of Infectious DiseasesCincinnati Children's Hospital Medical CenterCincinnati, Ohio, United States",,,,,"Clinical Research Coordinator IIIVanderbilt University Medical CenterNashville, Tennessee, United States","James Chappell, MD, PhD",http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=1903,,"BiostatisticianVanderbilt University Medical CenterNashville, Tennessee, United States",,,,"ProfessorUPMC Children's Hospital  of PittsburghPittsburgh, Pennsylvania, United States",12:15 PM – 1:30 PM US PT,,,"ProfessorUCLA School of MedicineAgoura Hills, California, United States",,"Pediatric Infectious Diseases FellowVanderbilt University Medical CenterNashville, Tennessee, United States","Varvara Probst, MD","Pedro A. Piedra, MD",,,"ProfessorBaylor College of MedicineHouston, Texas, United States","Marian G. Michaels, MD, MPH",,"ProfessorCincinnati Children’s Hospital Medical CenterCincinnati, Ohio, United States","Natasha B. Halasa, MD, MPH (she/her/hers)",,,Location: Halls JK,,"Ariana Perez, MPH",,(P-670) Differences in Adenovirus Type Detection in Children with Acute Respiratory Illness versus Healthy Controls:  New Vaccine Surveillance Network (NVSN) 2016-2019,,"Geoffrey A. Weinberg, MD (he/him/his)",,Poster Session:,"Janet A. Englund, MD","Nationwide Children's HospitalColumbus, Ohio, United States",,,"EpidemiologistCDCAvondale Estates, Georgia, United States",,,,,,,,,,"Assistant ProfessorBaylor College of Medicine and Texas Children’s HospitalHouston, Texas, United States","Andrew J. Spieker, PhD",,"Heidi L. Moline, MD, MPH","Elizabeth P. Schlaudecker, MD, MPH",,
,,"Aida I. Adamescu, MD",,,,"Thursday, October 17, 2024",,,"Anca Streinu Cercel, PhD",,,,C4. Respiratory infections - viral,,"Laurentiu M. Stratan, MD",694995,,,,,,,,,"Daniela Pitigoi, PhD",,"Resident doctorNational Institute of Infectious Diseases „Prof. Dr. Matei Bal?”, Bucharest, Romania.Bucuresti, Bucuresti, Romania",,"Victor Daniel Miron, PhD",,,,"Professor Infectious Diseases1. Carol Davila University of Medicine and Pharmacy, Bucharest, Romania 2. National Institute of Infectious Diseases „Prof. Dr. Matei Bal?”, Bucharest, RomaniaBucuresti, Bucuresti, Romania",,,,,,,,,,,,,,"Simona Paraschiv, PhD","Infectious Diseases Specialist1. Carol Davila University of Medicine and Pharmacy, Bucharest, Romania 2. National Institute of Infectious Diseases „Prof. Dr. Matei Bal?”, Bucharest, RomaniaBucuresti, Bucuresti, Romania","Violeta Molagic, PhD",,,"Victoria Arama, PhD",,,,,,"Lecturer1. Carol Davila University of Medicine and Pharmacy, Bucharest, Romania 2. National Institute of Infectious Diseases „Prof. Dr. Matei Bal?”, Bucharest, RomaniaBucuresti, Bucuresti, Romania","Catalin Tiliscan, PhD",,"Associate professor1. Carol Davila University of Medicine and Pharmacy, Bucharest, Romania 2. National Institute of Infectious Diseases „Prof. Dr. Matei Bal?”, Bucharest, RomaniaBucuresti, Bucuresti, Romania",,,"Isabela D. Staicu, MD",,,,,,"Professor1. Carol Davila University of Medicine and Pharmacy, Bucharest, Romania 2. National Institute of Infectious Diseases „Prof. Dr. Matei Bal?”, Bucharest, RomaniaBucuresti, Bucuresti, Romania",,"Daniela G. Neagu, MD",,"Infectious Diseases Senior Specialist1. Carol Davila University of Medicine and Pharmacy, Bucharest, Romania 2. National Institute of Infectious Diseases „Prof. Dr. Matei Bal?”, Bucharest, RomaniaBucuresti, Bucuresti, Romania",,,,,"Infectious Diseases Senior Specialist1. Carol Davila University of Medicine and Pharmacy, Bucharest, Romania 2. National Institute of Infectious Diseases „Prof. Dr. Matei Bal?”, Bucharest, RomaniaBucuresti, Bucuresti, Romania",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=1904,,"Resident doctorNational Institute of Infectious Diseases „Prof. Dr. Matei Bal?”, Bucharest, RomaniaBucuresti, Bucuresti, Romania",,,,"Professor Infectious Diseases1. Carol Davila University of Medicine and Pharmacy, Bucharest, Romania 2. National Institute of Infectious Diseases „Prof. Dr. Matei Bal?”, Bucharest, Romania.Bucuresti, Bucuresti, Romania",12:15 PM – 1:30 PM US PT,,,"Professor Infectious Diseases1. Carol Davila University of Medicine and Pharmacy, Bucharest, Romania 2. National Institute of Infectious Diseases „Prof. Dr. Matei Bal?”, Bucharest, RomaniaBucuresti, Bucuresti, Romania",,"Resident doctor1. Carol Davila University of Medicine and Pharmacy, Bucharest, Romania 2. National Institute of Infectious Diseases „Prof. Dr. Matei Bal?”, Bucharest, RomaniaBucuresti, Bucuresti, Romania","David V. Mangaloiu, MD","Anca C. Draganescu, PhD",,,"Professor Infectious Diseases1. Carol Davila University of Medicine and Pharmacy, Bucharest, Romania 2. National Institute of Infectious Diseases „Prof. Dr. Matei Bal?”, Bucharest, RomaniaBucuresti, Bucuresti, Romania","Oana Sandulescu, PhD",,"Senior Researcher1. Carol Davila University of Medicine and Pharmacy, Bucharest, Romania 2. National Institute of Infectious Diseases „Prof. Dr. Matei Bal?”, Bucharest, RomaniaBucuresti, Bucuresti, Romania",,,,Location: Halls JK,,,,(P-671) Clinical and Laboratory Findings of Measles in Hospitalized Adolescents and Adults in Romania: A Retrospective Study,,"Stefan S. Arama, PhD",,Poster Session:,,"Resident doctor1-Carol Davila University of Medicine and Pharmacy, Bucharest, Romania.2-National Institute of Infectious Diseases „Prof. Dr. Matei Bal?”, Bucharest, RomaniaBucuresti, Bucuresti, Romania",,,,,,,,,,,,,"Professor1. Carol Davila University of Medicine and Pharmacy, Bucharest, Romania 2. National Institute of Infectious Diseases „Prof. Dr. Matei Bal?”, Bucharest, Romania.Bucuresti, Bucuresti, Romania",,,,"Catalin G. Apostolescu, PhD",,
,,"Oluwakemi Alonge, MPH, CPH (she/her/hers)",,,,"Thursday, October 17, 2024",,,,,,,C4. Respiratory infections - viral,,"Pouya Saeedi, PhD.",695175,,,,,,,,,,,"GSKWavre, Brabant Wallon, Belgium",,"Jean-Yves Pirçon, PhD",,,,,,,,,,,,,,,,,,,"GSKWavre, Brabant Wallon, Belgium","Jennifer P. King, MPH",,,,,,,,,"GSKWavre, Brabant Wallon, Belgium","Elisha Stefanski, BS",,"Senior Research AssociateMarshfield Clinic Research InstituteMarshfield, Wisconsin, United States",,,"Yves Brabant, MEng",,,,,,,,"Maria Sundaram, PhD, MSPH",,,,,,,"EpidemiologistMarshfield Clinic Research InstituteMarshfield, WI, United States",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=1905,,"Associate Research ScientistMarshfield Clinic Research InstituteMarshfield, Wisconsin, United States",,,,,12:15 PM – 1:30 PM US PT,,,,,"Epidemiologist IMarshfield Clinic Research InstituteMarshfield, Wisconsin, United States","Huong Nguyen, PhD, MPH",,,,,,,,,,,Location: Halls JK,,,,(P-672) Coinfections with Respiratory Syncytial Virus (RSV) in a Cohort of Adults with Pre-Existing Comorbidities in Wisconsin from 2015-16 through 2019-20,,,,Poster Session:,,"Marshfield Clinic Research InstituteMarshfield, Wisconsin, United States",,,,,,,,,,,,,,,,,,,
,,"Amy W. Law, PharmD",,,,"Thursday, October 17, 2024",,,,,,,C4. Respiratory infections - viral,,,695304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alejandro D. Cane, MD, PhD",,,,,,,,,,"Sarah J. Pugh, PhD, MPH",,"Senior Director, US Medical AffairsPfizer, Inc.Collegeville, Pennsylvania, United States",,,,,,,,,,,"Jay Lin, PHD, MBA",,,,,,,"North America Vaccines Medical Scientific Affairs LeadPfizerCollegeville, Pennsylvania, United States",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=1906,,"Novosys HealthGREEN BROOK, New Jersey, United States",,,,,12:15 PM – 1:30 PM US PT,,,,,"Director, Global Value & EvidencePfizer, Inc.New York, New York, United States","Jennifer Judy, MS, PhD",,,,,,,,,,,Location: Halls JK,,,,(P-673) Respiratory Syncytial Virus (RSV) Hospitalizations During Off-Season Months Among Infants in US,,,,Poster Session:,,"DirectorPfizerNew York, New York, United States",,,,,,,,,,,,,,,,,,,
,,"Amy W. Law, PharmD",,,,"Thursday, October 17, 2024",,,"Monica F. Turiga, MD",,,,C4. Respiratory infections - viral,,"Sarah J. Pugh, PhD, MPH",695183,,,,,,,,,"Jessica E. Atwell, PhD, MPH",,"Clinical ScientistPfizer, IncBowie, MD, United States",,"Jennifer Deese, PhD, MPH",,,,"Pfizer Inc.Bucharest, Bucuresti, Romania",,,,,,,,,,,,,,,"Senior Director, US Medical AffairsPfizer, Inc.Collegeville, Pennsylvania, United States","Joseph C. Cappelleri, PhD",,,,,,,,,"Senior Director Global Scientific AffairsPfizerCary, North Carolina, United States","Lewis Kopenhafer, BA",,"Oracle America, Inc.Los Angeles, Virginia, United States",,,"Ronika Alexander-Parrish, RN, MAEd",,,,,,,,"Martine C. Maculaitis, PhD",,,,,,,"Pfizer Inc.Groton, Connecticut, United States",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=1907,,"Cerner EnvizaNorth Kansas City, Missouri, United States",,,,"Pfizer Inc.Collegeville, Pennsylvania, United States",12:15 PM – 1:30 PM US PT,,,,,"Director, Global Value & EvidencePfizer, Inc.New York, New York, United States","Cassandra Rene, PhD, MPH","Nemin Chen, PhD",,,"OracleAustin, Texas, United States","Michelle Vichnin, MD",,,,,,Location: Halls JK,,,,(P-674) The Economic Burden of Infant RSV Among US Caregivers,,,,Poster Session:,,"OracleJacksonville, Florida, United States",,,,,,,,,,,,,"PfizerFlagstaff, Arizona, United States",,,,,,
,,"Arun S. Nair, PharmD",,,,"Thursday, October 17, 2024",,,,,,,C4. Respiratory infections - viral,,,695326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Catherine Capparelli,  MBA, CHCP",,,,,,,,,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=1908,,"Senior Director, Strategic PartnershipsMedscape EducationNew York, NY, United States",,,,,12:15 PM – 1:30 PM US PT,,,,,"Associate Director, Clinical StrategyMedscape EducationTARRYTOWN, New York, United States","Iwona Misiuta, PhD",,,,,,,,,,,Location: Halls JK,,,,(P-675) Online Clinician Education Curriculum Results in Performance Changes in Clinical Practice for Recommending Available Respiratory Syncytial Virus Vaccines in Older Adults,,,,Poster Session:,,"Medscape EducationNewark, New Jersey, United States",,,,,,,,,,,,,,,,,,,
,,"Ashish Bhargava, MD, FACP, FIDSA (he/him/his)",,,,"Thursday, October 17, 2024",,,,,,,C4. Respiratory infections - viral,,,694950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Louis Saravolatz, MD",,,,,,,,,,,,,,,,,,,,,,,"Susan M. Szpunar, PhD",,,,,,,"Ascension St John Hospitalgross pointe woods, Michigan, United States",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=1909,,"Director, Biomedical Investigations and ResearchAscension St. John Hospital, MI, United States",,,,,12:15 PM – 1:30 PM US PT,,,,,"Infectious Diseases Clinical Faculty; Affiliate Associate Professor; Medical Director Post-COVIDAscension St. John Hospital; Wayne State University School of MedicineGrosse Pointe Woods, Michigan, United States","Mamta Sharma, MD (she/her/hers)",,,,,,,,,,,Location: Halls JK,,,,(P-676) Risk Factors Associated with Longer Hospital Stay in Elderly Patients with Respiratory Syncytial Virus Infections,,,,Poster Session:,,"Faculty Infectious DiseaseAscension St John Hospital & Medical CenterGrosse Pointe Woods, MI. 48236, Michigan, United States",,,,,,,,,,,,,,,,,,,
,,"Asuka Yoshida, PhD (she/her/hers)",,,,"Thursday, October 17, 2024",,,"Eduardo Conde-Sousa, PhD",,,,C4. Respiratory infections - viral,,"Aleksandra Polkowska-Kramek, n/a",695391,,,,,,,,,"Bradford D. Gessner, M.D., M.P.H.",,"Senior DirectorPfizer IncNew York, New York, United States",,"Robin Bruyndonckx, n/a",,,,"P95 Pharmacovigilance and Epidemiology, Leuven, BelgiumPorto, Porto, Portugal",,,,,,,,,,,,,,"Elizabeth Begier, MD,  M.P.H.","P95Leuven, Brabant Wallon, Belgium","Estelle Meroc, DVM, MPH, PhD",,,,,,,,,"P95Leuven, Brabant Wallon, Belgium","Takahiro Kitano, MRes",,"Pfizer Japan Inc.Tokyo, Tokyo, Japan",,,"Caihua Liang, MD, PhD",,,,,,,,"Masafumi Seki, MD, PhD",,,,,,,"Data Analyst, EpidemiologistP95 Pharmacovigilance and Epidemiology Services, Leuven, BelgiumLeuven, Vlaams-Brabant, Belgium",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=1910,,"Saitama Medical University International Medical CenterHidaka City, Saitama, Japan",,,,"P-95KESSEL-LO (LEUVEN), Vlaams-Brabant, Belgium",12:15 PM – 1:30 PM US PT,,,,,"Medical Affairs ScientistPfizer Japan Inc.Tokyo, Tokyo, Japan","Yasuhiro Kobayashi, MS","Charles Nuttens, n/a",,,"Pfizer IncParis, Ile-de-France, France","Solomon Molalign Moges, n/a",,"Senior Director, Scientific Affairs Lead, RSV Antiviral/Adult Vaccine ProgramPfizer VaccinesDublin, Dublin, Ireland",,,,Location: Halls JK,,,,(P-677) Title: Estimation of Respiratory Syncytial Virus-attributable Hospitalizations among Older Adults in Japan between 2015 and 2018: an Administrative Health Claims Database Analysis,,,,Poster Session:,,"Medical affairs managerPfizer JapanShibuya-ku, Tokyo, Japan",,,,,,,,,,,,,"Vice President Global Medical Lead for Respiratory VaccinesPfizer Biopharma GroupCollegeville, Pennsylvania, United States",,,,,,
,"Universidade Federal de Minas GeraisBelo Horizonte, Minas Gerais, Brazil","Barbara Mares Porto, MD (she/her/hers)",,,,"Thursday, October 17, 2024",,,"Elayne Pereira, MD",,"Hospital São LucasPorto Alegre, Rio Grande do Sul, Brazil",,C4. Respiratory infections - viral,,"Angelinda Behring, MD",694824,,,,,,,,,"Flavia Vigil, MD",,"Orizonti - Instituto de Saúde e LongevidadeBelo Horizonte, Minas Gerais, Brazil",,"Carla Silva, MD",,,,"Hospital SOS CárdioFlorianópolis, Santa Catarina, Brazil",,,,,,,,,,,,,,"Gabriela Crestani, MD","Hospitais da Rede UNIMED-BHBelo Horizonte, Minas Gerais, Brazil","Alisson Asevedo, n/a",,,"Marco Reis, MD",,,,,,"Hospital Santo AntônioCurvelo, Minas Gerais, Brazil","Angélica Gomides dos Reis Gomes, MSc",,"Hospitais da Rede Mater Dei.Belo Horizonte, Minas Gerais, Brazil","Vanessa Muller, n/a","Universidade Federal de Minas GeraisBelo Horizonte, Minas Gerais, Brazil","Beatriz Lima, MD",,,,,,"Hospital de Clínicas de Porto AlegrePorto Alegre, Rio Grande do Sul, Brazil","Milena Soriano Marcolino, MD, MSc, PhD","Daniella Nunes Pereira, Undergraduate Medical Student",,"Hospital Santa CruzSanta Cruz do Sul, Rio de Janeiro, Brazil",,,,,"Hospital Santa RosáliaTeófilo Otoni, Minas Gerais, Brazil",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=1911,,"Universidade Federal de Minas GeraisBelo Horizonte, Minas Gerais, Brazil",,,,"Hospital Universitário Professor Edgard SantosSalvador, Bahia, Brazil",12:15 PM – 1:30 PM US PT,,,"Hospital Risoleta Tolentino NevesBelo Horizonte, Minas Gerais, Brazil",,"Internal medicine doctorUniversidade Federal de Minas GeraisBelo Horizonte, Minas Gerais, Brazil","Luciane Kopittke, MSc, PhD","Evelim Thainara Conceição de Oliveira, PhD",,,"Hospital Universitário CanoasCanoas, Rio Grande do Sul, Brazil","Cláudia Barros, MD",,"Hospital Mãe de DeusPorto Alegre, Rio Grande do Sul, Brazil",,,,Location: Virtual,,"Unaí Tupinambás, MD, PhD",,(P-678) Comparison between the Characteristics and Outcomes of Patients Hospitalized for COVID-19 in Three Waves of the Pandemic,,"Leila Beltrami Moreira, PhD",,Poster Session:,"Maria Bicalho, MD, MSc, PhD","Hospital Nossa Senhora da ConceiçãoPorto Alegre, Rio Grande do Sul, Brazil",,,"Universidade Federal de Minas Gerais - UFMGBelo Horizonte, Minas Gerais, Brazil",,,,,,,,,,"Hospital Metropolitano Doutor Célio de CastroBelo Horizonte, Minas Gerais, Brazil",,,,"Lais Santos, MD",,
,,"Bennett Waxse, MD, PhD (he/him/his)",,,,"Thursday, October 17, 2024",,,,,,,C4. Respiratory infections - viral,,,694820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Joshua Denny, MD, MS",,,,,,,,,,,,,,,,,,,,,,,"Tam Tran, MS",,,,,,,"Head, Adjunct InvestigatorNHGRIBethesda, Maryland, United States",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=1912,,"NHGRIBethesda, Maryland, United States",,,,,12:15 PM – 1:30 PM US PT,,,,,"Med-Peds ID FellowNIAID/CNHBethesda, Maryland, United States","Huan Mo, MD, MS",,,,,,,,,,,Location: Halls JK,,,,(P-679) Risk Factors Shared Among Common Respiratory Viruses,,,,Poster Session:,,"NHGRIBethesda, Maryland, United States",,,,,,,,,,,,,,,,,,,
,,"Caihua Liang, MD, PhD",,,,"Thursday, October 17, 2024",,,"Elizabeth Begier, MD,  M.P.H.",,,,C4. Respiratory infections - viral,,"Pimnara Peerawaranun, MSc. (Statistics)",695355,,,,,,,,,,,"P-95KESSEL-LO (LEUVEN), Vlaams-Brabant, Belgium",,"Aleksandra Polkowska-Kramek, n/a",,,,"Senior Director, Scientific Affairs Lead, RSV Antiviral/Adult Vaccine ProgramPfizer VaccinesDublin, Dublin, Ireland",,,,,,,,,,,,,,,"StatisticianP95Chatuchak, Krung Thep, Thailand","Robin Bruyndonckx, n/a",,,,,,,,,"P95Leuven, Brabant Wallon, Belgium","Worku Biyadgie Ewnetu, n/a",,"P95HASSELT, Limburg, Belgium",,,"Solomon Molalign Moges, n/a",,,,,,,,"Maribel Casas, PhD",,,,,,,"P95Leuven, Brabant Wallon, Belgium",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=1913,,"EpidemiologistP95Terrassa, Catalonia, Spain",,,,"Vice President Global Medical Lead for Respiratory VaccinesPfizer Biopharma GroupCollegeville, Pennsylvania, United States",12:15 PM – 1:30 PM US PT,,,,,"Senior DirectorPfizer IncNew York, New York, United States","Tor Molden, PhD",,,,,"Bradford D. Gessner, M.D., M.P.H.",,,,,,Location: Halls JK,,,,(P-680) Estimated Respiratory Syncytial Virus (RSV)-Related Hospitalizations and Deaths among Adults in Norway between 2010–2019,,,,Poster Session:,,"PfizerOslo, Oslo, Norway",,,,,,,,,,,,,,,,,,,
,,"Caihua Liang, MD, PhD",,,,"Thursday, October 17, 2024",,,"Sonal Uppal, Ph.D.",,,,C4. Respiratory infections - viral,,"Christof Von Eiff, n/a",695354,,,,,,,,,"Christian Theilacker, MD, DTM&H",,"Pfizer Inc.Collegeville, Pennsylvania, United States",,"Jo Southern, PhD, MSc",,,,"Clinical Scientist - Senior ManagerPfizerChampaign, Illinois, United States",,,,,,,,,,,,,,,"Senior Medical Direktor Vaccines GermanyPfizer Pharma gmbHBerlin, Berlin, Germany","Claudia Schwarz, PhD",,,,,,,,,"Pfizer IncLondon, England, United Kingdom","Lea Johanna Bayer, n/a",,"Pfizer Pharma GmbHBerlin, Berlin, Germany",,,"Qing Liu, M.S.",,,,,,,,"Elizabeth Begier, MD,  M.P.H.",,,,,,,"Clinical Scientist VaccinesRWE PlatformVienna, Wien, Austria",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=1914,,"Senior Director, Scientific Affairs Lead, RSV Antiviral/Adult Vaccine ProgramPfizer VaccinesDublin, Dublin, Ireland",,,,"Director, HEORPfizer, Inc.Collegeville, Pennsylvania, United States",12:15 PM – 1:30 PM US PT,,,,,"Senior DirectorPfizer IncNew York, New York, United States","Liz Wang, MD; MS Biostatistics","Bradford D. Gessner, M.D., M.P.H.",,,"Vice President Global Medical Lead for Respiratory VaccinesPfizer Biopharma GroupCollegeville, Pennsylvania, United States","Jeffrey T. Vietri, PhD",,,,,,Location: Halls JK,,,,"(P-681) Estimated Incidence of Respiratory Syncytial Virus (RSV)-related Hospitalizations for Acute Respiratory Infections (ARIs), including Community Acquired Pneumonia (CAP), in Adults in Germany",,,,Poster Session:,,"PfizerNew York, New York, United States",,,,,,,,,,,,,"Pfizer Inc.New York, New York, United States",,,,,,
