presenting_author_details,presenting_author_name,co_authors,poster_id,url,error
"University of Wisconsin School of Medicine and Public Health;Madison, Wisconsin, United States","ROSEMARY BAILEY, MD, MS","[{'name': 'Jessica S. Tischendorf, MD, MS (she/her/hers)', 'details': 'Assistant Professor (CHS);University of Wisconsin School of Medicine and Public Health;Madision, Wisconsin, United States'}, {'name': 'Fauzia Hollnagel, MPH', 'details': 'UW Madison;Madison, Wisconsin, United States'}]",695514,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=1271,
"National Medical Director of Clinical Standards, Policy, & Education\ Associate Professor of Medicine;AIDS Healthcare Foundation/ NYU School of Medicine;New York, New York, United States","Ricky K. Hsu, MD (he/him/his)","[{'name': 'Kevin R. Frost, BM', 'details': 'Chief Executive Officer;amfAR, The Foundation for AIDS Research;New York, New York, United States'}, {'name': 'Brooke Levis, PhD', 'details': 'Director of Epidemiology;Epividian, Inc;Montreal, Quebec, Canada'}, {'name': 'Rachel P. Weber, PhD (she/her/hers)', 'details': 'Director of Epidemiology;Epividian, Inc.;Raleigh, North Carolina, United States'}, {'name': 'Carl Millner, MD', 'details': 'AIDS Healthcare Foundation;Los Angeles, California, United States'}, {'name': 'Steven K. Barnett, MD, AAHIVS', 'details': 'Chief Medical Officer and Senior Vice President of Medical Affairs;CAN Community Health;Sarasota, Florida, United States'}, {'name': 'Courtney Sherman, DNP, MPH, MHA, APRN, WHNP-BC, CPH, AAHIVS', 'details': 'Director of Clinical Quality and Effectiveness;CAN Community Health;Arlington, Texas, United States'}, {'name': 'Cindy Markarian, PharmD', 'details': 'AIDS Healthcare Foundation;Long Beach, California, United States'}, {'name': 'Jennifer S. Fusco, BS', 'details': 'Chief Science Officer;Epividian, Inc.;Durham, North Carolina, United States'}, {'name': 'Michael D. Osterman, PhD', 'details': 'Epividian, Inc.;Raleigh, North Carolina, United States'}, {'name': 'Supriya Sarkar, PhD, MPH', 'details': 'Director, Epidemiology and Real World Evidence;ViiV Healthcare;Baltimore, Maryland, United States'}, {'name': 'Vani Vannappagari, MBBS, MPH, PhD', 'details': 'Global Head, Epidemiology & Real World Evidence;ViiV Healthcare;Research Triangle Park, North Carolina, United States'}, {'name': 'Jean A. van Wyk, MBChB, MFPM', 'details': 'Medical Director;ViiV Healthcare, Brentford, UK;Brentford, England, United Kingdom'}, {'name': 'Gregory P. Fusco, MD, MPH', 'details': 'Chief Executive Officer & Chief Medical Officer;Epividian, Inc.;Durham, North Carolina, United States'}]",695471,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=1272,
"Director, Scientific Affairs;PRIME Education;Brighton, Michigan, United States","Leah Molloy, PharmD (she/her/hers)","[{'name': 'Anandi N. Sheth, MD, MSc', 'details': 'Professor of Medicine;Emory University School of Medicine;Atlanta, Georgia, United States'}, {'name': 'Shaina Y. Vincent, PharmD, BCIDP', 'details': 'PRIME Education;Shelby Twp, Michigan, United States'}, {'name': 'Laura Simone, PhD', 'details': 'Executive Director, Scientific Affairs;PRIME Education, LLC;Fort Lauderdale, Florida, United States'}, {'name': 'Chris Napolitan, n/a', 'details': 'Managing Director;PRIME Education;Brooklyn, New York, United States'}, {'name': 'Jeffrey D. Carter, PhD', 'details': 'Director, Population Health and Research;PRIME Education, LLC;Fort Lauderdale, Florida, United States'}, {'name': 'Melissa Rodriguez, MPH', 'details': 'Manager, Research and Population Health;PRIME Education;Fort Lauderdale, Florida, United States'}, {'name': 'Jenniffer A. Meza Jimenez, BS, LD/N, CLC', 'details': 'Project Coordinator;PRIME Education;West Palm Beach, Florida, United States'}, {'name': 'Leah Molloy, PharmD (she/her/hers)', 'details': 'Director, Scientific Affairs;PRIME Education;Brighton, Michigan, United States'}, {'name': 'Laura Simone, PhD', 'details': 'Executive Director, Scientific Affairs;PRIME Education, LLC;Fort Lauderdale, Florida, United States'}, {'name': 'Chris Napolitan, n/a', 'details': 'Managing Director;PRIME Education;Brooklyn, New York, United States'}, {'name': 'Jeffrey D. Carter, PhD', 'details': 'Director, Population Health and Research;PRIME Education, LLC;Fort Lauderdale, Florida, United States'}, {'name': 'Melissa Rodriguez, MPH', 'details': 'Manager, Research and Population Health;PRIME Education;Fort Lauderdale, Florida, United States'}, {'name': 'Jenniffer A. Meza Jimenez, BS, LD/N, CLC', 'details': 'Project Coordinator;PRIME Education;West Palm Beach, Florida, United States'}, {'name': 'Leah Molloy, PharmD (she/her/hers)', 'details': 'Director, Scientific Affairs;PRIME Education;Brighton, Michigan, United States'}]",695536,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=1273,
"Senior Research Data Analyst;Boston Medical Center;Gloucester, Massachusetts, United States","Sarah J. Munroe, MPH","[{'name': 'Bruce R. Schackman, PhD', 'details': 'Professor;Weill Cornell Medicine;New York, New York, United States'}, {'name': 'Krystal Madkins, MPH, MSLIS', 'details': 'Librarian;Northwestern University;Chicago, Illinois, United States'}, {'name': 'Rana Saber, MS, MSLaw, PMP', 'details': 'Director of Research;Northwestern University;Chicago, Illinois, United States'}, {'name': 'Kathryn Macapagal, PhD', 'details': 'Associate Professor;Northwestern University;Chicago, Illinois, United States'}, {'name': 'Jocelyn Vititow, B.S.', 'details': 'Research Program Specialist;Boston Medical Center;Boston, Massachusetts, United States'}, {'name': 'Nicholas Sweeney, BA', 'details': 'University of Massachusetts T.H. Chan School of Medicine;Worcester, Massachusetts, United States'}, {'name': 'Noah Feder, BA', 'details': 'University of Pittsburgh School of Medicine;Pittsburgh, Pennsylvania, United States'}, {'name': 'Nanette Benbow, MAS', 'details': 'Research Associate Professor;Northwestern University;Chicago, Illinois, United States'}, {'name': 'Brian Mustanski, PhD', 'details': 'Northwestern University;Chicago, Illinois, United States'}, {'name': 'Benjamin P. Linas, MD, MPH (he/him/his)', 'details': 'Professor of Medicine;Boston University School of Medicine / Boston Medical Center;Boston, MA, United States'}]",693368,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=1274,
"Resident;University of Chicago;Chicago, Illinois, United States","Manasa Brown, MD (she/her/hers)","[{'name': 'En-Ling Wu, MD', 'details': 'University of Chicago;Chicago, Illinois, United States'}, {'name': 'Mim Ari, MD', 'details': 'Assistant Professor;University of Chicago;Chicago, Illinois, United States'}, {'name': 'George Weyer, MD', 'details': 'Associate Professor;University of Chicago;Chicago, Illinois, United States'}, {'name': 'Anna Czapar, MD/PhD (she/her/hers)', 'details': 'Fellow;University of Chicago;Chicago, IL, United States'}]",695285,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=1275,
"Medical Student;University of Alabama at Birmingham;Birmingham, Alabama, United States","Tanvi Bhadkamkar, BS (she/her/hers)","[{'name': 'Kelly Gagnon, MPH, PhD', 'details': 'University of Alabama Birmingham;Birmingham, Alabama, United States'}, {'name': 'Mariel Parman, MPH', 'details': 'Researcher;University of Alabama at Birmingham;Birmingham, Alabama, United States'}, {'name': 'Kedarius Ingram, MPH', 'details': 'University of Alabama at Birmingham;Birmingham, Alabama, United States'}, {'name': 'Marry Figgat, PhD', 'details': 'University of Alabama at Birmingham;Birmingham, Alabama, United States'}, {'name': ""Stephen O'Rear, BS"", 'details': 'University of Alabama at Birmingham;Birmingham, Alabama, United States'}, {'name': 'William Bradford, MD', 'details': 'University of Alabama at Birmingham;Birmingham, Alabama, United States'}, {'name': 'Sara Asgari, PhD', 'details': 'University of Alabama at Birmingham;Birmingham, Alabama, United States'}, {'name': 'Ellen Eaton, MD, MPH', 'details': 'Associate Professor;University of Alabama, Birmingham;Birmingham, Alabama, United States'}]",694996,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=1276,
"Student;University of Toronto;Toronto, Ontario, Canada","Timothy Lim, BScPharm (he/him/his)","[{'name': 'Jaris Swidrovich, BSP, PharmD, AAHIVP, PhD', 'details': 'University of Toronto;Toronto, Ontario, Canada'}]",694956,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=1277,
"Professor;Duke University;Durham, North Carolina, United States","Tonia Poteat, PhD, MPH, PA-C (she/her/hers)","[{'name': 'Supriya Sarkar, PhD, MPH', 'details': 'Director, Epidemiology and Real World Evidence;ViiV Healthcare;Baltimore, Maryland, United States'}, {'name': 'Leigh Ragone, MS', 'details': 'Strategy & Governance Director;ViiV Healthcare;RTP, North Carolina, United States'}, {'name': 'Kyli Gallington, MPH', 'details': 'Senior Research Associate;Evidera;Sacramento, California, United States'}, {'name': 'Sonya Stanczyk, MPH', 'details': 'Research Associate;Evidera;Gibson City, Illinois, United States'}, {'name': 'Patrick Daniele, MS', 'details': 'Evidera;Bethesda, Maryland, United States'}, {'name': 'Karin S. Coyne, PhD, MPH', 'details': 'Vice President;Evidera;Bethesda, Maryland, United States'}, {'name': 'Vani Vannappagari, MBBS, MPH, PhD', 'details': 'Global Head, Epidemiology & Real World Evidence;ViiV Healthcare;Research Triangle Park, North Carolina, United States'}]",695457,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=1278,
"PhD candidate;University of Utah College of Pharmacy;Salt Lake City, Utah, United States","Xi Liang, PharmD (she/her/hers)","[{'name': 'Kyu Yun Park, PharmD', 'details': 'University of Utah College of Pharmacy;Salt Lake City, Utah, United States'}, {'name': 'Haeseon Lee, PharmD, MSc', 'details': 'University of Utah College of Pharmacy;Salt Lake City, Utah, United States'}, {'name': 'Connor Willis, PharmD', 'details': 'University of Utah College of Pharmacy;Salt Lake City, Utah, United States'}, {'name': 'Tara Dhippayom, High School Student', 'details': ""The Prince Royal's College;Chiang Mai, Chiang Mai, Thailand""}, {'name': 'Rachel Rogers', 'details': ''}, {'name': 'Amy Weinberg, DNP, MS', 'details': 'Senior Director;Gilead Sciences, Inc.;Foster City, California, United States'}, {'name': 'Julia Green, MS, APRN, AGNP-C, ACRN, AAHIVE', 'details': 'Gilead Sciences, Inc.;Foster City, California, United States'}, {'name': 'Aileen Chi, PharmD', 'details': 'Gilead Sciences, Inc.;Foster City, California, United States'}, {'name': 'Nathorn Chaiyakunapruk, PhD', 'details': 'University of Utah;Salt Lake City, Utah, United States'}]",695447,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=1279,
"Associate VP, Medical Affairs and Education;Monogram Biosciences/LabCorp;Laguna Beach, California, United States","Charles M. Walworth, MD (he/him/his)","[{'name': 'Laura Gillim, PhD (she/her/hers)', 'details': 'Medical Science Liaison, Infectious Disease;Labcorp;Burlington, North Carolina, United States'}, {'name': 'David Alfego, PhD', 'details': 'Labcorp;Burlington, North Carolina, United States'}, {'name': 'Ato Aikins, PhD', 'details': 'Labcorp;Euless, Texas, United States'}]",695070,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=1280,
"Internal Medicine Resident Physician;Vanderbilt University Medical Center and VA Tennessee Valley Healthcare System;Nashville, Tennessee, United States","Aiwei Yan, MD (she/her/hers)","[{'name': 'Suman Kundu, DSc, MSc', 'details': 'Vanderbilt University Medical Center and VA Tennessee Valley Healthcare System;Nashville, Tennessee, United States'}, {'name': 'David Samuels, PhD', 'details': 'Vanderbilt University School of Medicine;Nashville, Tennessee, United States'}, {'name': 'Samuel S. Bailin, MD', 'details': 'Infectious Diseases Fellow;Vanderbilt University Medical Center;Nashville, Tennessee, United States'}, {'name': 'Ke Xu, MD', 'details': 'Yale University School of Medicine;West Haven, Connecticut, United States'}, {'name': 'Kaku So-Armah, PhD', 'details': 'Assistant Professor of Medicine;Boston University School of Medicine;Boston, MA, United States'}, {'name': 'Adeel A. Butt, MBBS, MS', 'details': 'Professor;VA Pittsburgh Healthcare System;Pittsburgh, PA, United States'}, {'name': 'Mariana Gerschenson, PhD', 'details': 'University of Hawaii-Manoa, John A. Burns School of Medicine;Honolulu, Hawaii, United States'}, {'name': 'Matthew B. Goetz, MD', 'details': 'Chief, Infectious Diseases;VA Greater Los Angeles Healthcare System;Los Angeles, California, United States'}, {'name': 'Russell Tracy, PhD', 'details': 'University of Vermont-Lerner College of Medicine;Burlington, Vermont, United States'}, {'name': 'Vincent Marconi, MD', 'details': 'Principle Investigator;Emory University;Atlanta, Georgia, United States'}, {'name': 'Amy Justice, MD, PhD', 'details': 'Professor of Medicine;Yale School of Medicine;West Haven, CT, United States'}, {'name': 'Matthew Freiberg, MD', 'details': 'Professor of Medicine;Vanderbilt University Medical Center;Nashville, TN, United States'}, {'name': 'John R. Koethe, MD', 'details': 'Associate Professor;Vanderbilt University Medical Center;Nashville, TN, United States'}, {'name': 'Todd Hulgan, MD, MPH', 'details': 'Associate Professor of Medicine;Vanderbilt University Medical Center;Nashville, Tennessee, United States'}]",695179,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=1281,
"Medical Student;University of Chicago Medicine;Chicago, Illinois, United States","Alex Rosencrance, BA (he/him/his)","[{'name': 'Julia Rosebush, DO', 'details': 'Associate Professor;University of Chicago Medicine;Chicago, Illinois, United States'}, {'name': 'Jonathan Mannheim, MD', 'details': 'University of Chicago Medicine;Chicago, Illinois, United States'}]",694445,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=1282,
"Regional Medical Lead & US DEI Medical Engagement Lead;ViiV Healthcare;Durham, North Carolina, United States","Alftan Dyson, PharmD (she/her/hers)","[{'name': 'Vincenzo Spagnuolo, MD', 'details': 'Assistant Professor;Vita-Salute San Raffaele University; Unit of Infectious Diseases, IRCCS, San Raffaele Scientific Institute;Milan, Emilia-Romagna, Italy'}, {'name': 'Natalia Gregori, MD', 'details': 'ViiV Healthcare;Verona, Veneto, Italy'}, {'name': 'Iacopo Marcon, PhD', 'details': 'ViiV Healthcare;Verona, Veneto, Italy'}, {'name': 'Fangfang Du, MS in Statistics', 'details': 'Temple University;Chesterbrook, Pennsylvania, United States'}, {'name': 'Bo Li, PhD', 'details': 'GSK;Collegeville, Pennsylvania, United States'}, {'name': 'Marcia Wang, PhD', 'details': 'GlaxoSmithKline;Upper Providence, Pennsylvania, United States'}, {'name': 'Alftan Dyson, PharmD (she/her/hers)', 'details': 'Regional Medical Lead & US DEI Medical Engagement Lead;ViiV Healthcare;Durham, North Carolina, United States'}, {'name': 'Manyu Prakash, PhD', 'details': 'ViiV Healthcare, Brentford, UK;Brentford, England, United Kingdom'}, {'name': 'Andrew Clark, MD', 'details': 'Global Medical Lead;ViiV Healthcare, Brentford, UK;Brentford, England, United Kingdom'}, {'name': 'Manyu Prakash, PhD', 'details': 'ViiV Healthcare, Brentford, UK;Brentford, England, United Kingdom'}, {'name': 'Andrew Clark, MD', 'details': 'Global Medical Lead;ViiV Healthcare, Brentford, UK;Brentford, England, United Kingdom'}]",695049,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=1283,
"Regional Medical Lead & US DEI Medical Engagement Lead;ViiV Healthcare;Durham, North Carolina, United States","Alftan Dyson, PharmD (she/her/hers)","[{'name': 'Antonella Castagna, MD', 'details': 'Investigator;IRCCS San Raffaele Hospital and Vita-Salute San Raffaele University;Milano, Lombardia, Italy'}, {'name': 'Natalia Gregori, MD', 'details': 'ViiV Healthcare;Verona, Veneto, Italy'}, {'name': 'Iacopo Marcon, PhD', 'details': 'ViiV Healthcare;Verona, Veneto, Italy'}, {'name': 'Fangfang Du, MS in Statistics', 'details': 'Temple University;Chesterbrook, Pennsylvania, United States'}, {'name': 'Bo Li, PhD', 'details': 'GSK;Collegeville, Pennsylvania, United States'}, {'name': 'Marcia Wang, PhD', 'details': 'GlaxoSmithKline;Upper Providence, Pennsylvania, United States'}, {'name': 'Alftan Dyson, PharmD (she/her/hers)', 'details': 'Regional Medical Lead & US DEI Medical Engagement Lead;ViiV Healthcare;Durham, North Carolina, United States'}, {'name': 'Clifford B. Jones, BSc MSc MB ChB (he/him/his)', 'details': 'Global medical lead;ViiV Healthcare, Brentford, UK;London, England, United Kingdom'}, {'name': 'Manyu Prakash, PhD', 'details': 'ViiV Healthcare, Brentford, UK;Brentford, England, United Kingdom'}, {'name': 'Andrew Clark, MD', 'details': 'Global Medical Lead;ViiV Healthcare, Brentford, UK;Brentford, England, United Kingdom'}, {'name': 'Clifford B. Jones, BSc MSc MB ChB (he/him/his)', 'details': 'Global medical lead;ViiV Healthcare, Brentford, UK;London, England, United Kingdom'}, {'name': 'Manyu Prakash, PhD', 'details': 'ViiV Healthcare, Brentford, UK;Brentford, England, United Kingdom'}, {'name': 'Andrew Clark, MD', 'details': 'Global Medical Lead;ViiV Healthcare, Brentford, UK;Brentford, England, United Kingdom'}]",695048,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=1284,
